surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
87,1,1,۞,2.72,3.28,
87,1,2,سَبِّحِ,3.36,3.52,
87,1,3,ٱسۡمَ,3.76,4.24,
87,1,4,رَبِّكَ,4.32,4.8,
87,1,5,ٱلۡأَعۡلَى,5.36,5.84,
87,2,1,ٱلَّذِی,5.84,5.92,
87,2,2,خَلَقَ,6.48,6.96,
87,2,3,فَسَوَّىٰ,7.52,8.16,
87,3,1,وَٱلَّذِی,8.24,8.8,
87,3,2,قَدَّرَ,8.96,9.44,
87,3,3,فَهَدَىٰ,9.92,10.56,
87,4,1,وَٱلَّذِیۤ,10.8,11.04,
87,4,2,أَخۡرَجَ,11.6,12.24,
87,4,3,ٱلۡمَرۡعَىٰ,12.48,13.28,
87,5,1,فَجَعَلَهُۥ,13.44,14.56,
87,5,2,غُثَاۤءً,14.8,15.36,
87,5,3,أَحۡوَىٰ,15.76,16.8,
87,6,1,سَنُقۡرِئُكَ,16.88,16.96,
87,6,2,فَلَا,17.36,18.0,
87,6,3,تَنسَىٰۤ,18.64,18.72,
87,7,1,إِلَّا,19.2,19.28,
87,7,2,مَا,19.52,20.32,
87,7,3,شَاۤءَ,20.56,20.64,
87,7,4,ٱللَّهُۚ,21.44,22.08,
87,7,5,إِنَّهُۥ,22.24,22.8,
87,7,6,یَعۡلَمُ,23.04,23.36,
87,7,7,ٱلۡجَهۡرَ,23.6,23.68,
87,7,8,وَمَا,23.76,24.4,
87,7,9,یَخۡفَىٰ,24.88,26.0,
87,8,1,وَنُیَسِّرُكَ,26.08,26.96,
87,8,2,لِلۡیُسۡرَىٰ,27.2,27.68,
87,9,1,فَذَكِّرۡ,28.08,28.16,
87,9,2,إِن,28.48,29.2,
87,9,3,نَّفَعَتِ,29.28,30.0,
87,9,4,ٱلذِّكۡرَىٰ,30.32,31.12,
87,10,1,سَیَذَّكَّرُ,31.52,31.6,
87,10,2,مَن,31.76,32.4,
87,10,3,یَخۡشَىٰ,32.64,34.08,
87,11,1,وَیَتَجَنَّبُهَا,34.16,34.64,
87,11,2,ٱلۡأَشۡقَى,34.88,35.28,
87,12,1,ٱلَّذِی,35.36,35.92,
87,12,2,یَصۡلَى,36.08,36.56,
87,12,3,ٱلنَّارَ,36.8,37.44,
87,12,4,ٱلۡكُبۡرَىٰ,37.84,37.92,
87,13,1,ثُمَّ,38.48,38.56,
87,13,2,لَا,38.64,39.36,
87,13,3,یَمُوتُ,39.44,39.92,
87,13,4,فِیهَا,40.08,40.16,
87,13,5,وَلَا,40.32,41.04,
87,13,6,یَحۡیَىٰ,41.52,41.6,
87,14,1,قَدۡ,41.84,42.48,
87,14,2,أَفۡلَحَ,42.56,42.64,
87,14,3,مَن,42.96,43.84,
87,14,4,تَزَكَّىٰ,44.08,44.56,
87,15,1,وَذَكَرَ,44.8,44.88,
87,15,2,ٱسۡمَ,45.2,45.68,
87,15,3,رَبِّهِۦ,45.84,46.64,
87,15,4,فَصَلَّىٰ,46.88,46.96,
87,16,1,بَلۡ,47.2,48.08,
87,16,2,تُؤۡثِرُونَ,48.24,48.88,
87,16,3,ٱلۡحَیَوٰةَ,49.04,49.84,
87,16,4,ٱلدُّنۡیَا,50.0,51.04,
87,17,1,وَٱلۡءَاخِرَةُ,51.2,51.76,
87,17,2,خَیۡرࣱ,52.0,52.72,
87,17,3,وَأَبۡقَىٰۤ,54.48,54.56,
87,18,1,إِنَّ,55.12,55.2,
87,18,2,هَـٰذَا,55.68,56.08,
87,18,3,لَفِی,56.16,56.72,
87,18,4,ٱلصُّحُفِ,56.88,57.52,
87,18,5,ٱلۡأُولَىٰ,58.08,58.64,
87,19,1,صُحُفِ,58.8,59.12,
87,19,2,إِبۡرَ,59.44,59.76,
87,19,3,ٰهِیمَ,60.0,62.0,
87,19,4,وَمُوسَىٰ,61.74,62.586,
