surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
98,1,1,لَمۡ,0.56,0.64,
98,1,2,یَكُنِ,0.72,3.44,
98,1,3,ٱلَّذِینَ,3.6,4.08,
98,1,4,كَفَرُوا۟,4.16,4.72,
98,1,5,مِنۡ,4.8,4.88,
98,1,6,أَهۡلِ,5.04,5.44,
98,1,7,ٱلۡكِتَـٰبِ,5.6,5.84,
98,1,8,وَٱلۡمُشۡرِكِینَ,6.32,7.76,
98,1,9,مُنفَكِّینَ,7.76,8.56,
98,1,10,حَتَّىٰ,8.64,8.96,
98,1,11,تَأۡتِیَهُمُ,9.2,10.0,
98,1,12,ٱلۡبَیِّنَةُ,10.24,11.04,
98,2,1,رَسُولࣱ,11.92,12.32,
98,2,2,مِّنَ,12.64,12.72,
98,2,3,ٱللَّهِ,13.04,13.12,
98,2,4,یَتۡلُوا۟,13.28,14.0,
98,2,5,صُحُفࣰا,14.08,14.8,
98,2,6,مُّطَهَّرَةࣰ,14.8,15.76,
98,3,1,فِیهَا,16.08,16.48,
98,3,2,كُتُبࣱ,16.64,17.28,
98,3,3,قَیِّمَةࣱ,17.44,18.24,
98,4,1,وَمَا,18.64,18.72,
98,4,2,تَفَرَّقَ,19.04,19.84,
98,4,3,ٱلَّذِینَ,20.0,20.4,
98,4,4,أُوتُوا۟,20.48,21.04,
98,4,5,ٱلۡكِتَـٰبَ,21.2,21.68,
98,4,6,إِلَّا,21.84,21.92,
98,4,7,مِنۢ,22.32,22.4,
98,4,8,بَعۡدِ,22.64,22.72,
98,4,9,مَا,23.2,23.28,
98,4,10,جَاۤءَتۡهُمُ,23.52,24.8,
98,4,11,ٱلۡبَیِّنَةُ,25.12,25.92,
98,5,1,وَمَاۤ,26.24,26.32,
98,5,2,أُمِرُوۤا۟,26.72,27.44,
98,5,3,إِلَّا,27.6,27.68,
98,5,4,لِیَعۡبُدُوا۟,28.08,28.96,
98,5,5,ٱللَّهَ,29.04,29.12,
98,5,6,مُخۡلِصِینَ,29.44,30.32,
98,5,7,لَهُ,30.4,30.48,
98,5,8,ٱلدِّینَ,30.64,31.04,
98,5,9,حُنَفَاۤءَ,31.12,32.08,
98,5,10,وَیُقِیمُوا۟,32.24,33.12,
98,5,11,ٱلصَّلَوٰةَ,33.12,33.68,
98,5,12,وَیُؤۡتُوا۟,33.76,34.4,
98,5,13,ٱلزَّكَوٰةَۚ,34.48,34.96,
98,5,14,وَذَ,35.2,35.36,
98,5,15,ٰلِكَ,35.6,35.68,
98,5,16,دِینُ,35.76,36.16,
98,5,17,ٱلۡقَیِّمَةِ,36.4,36.96,
98,6,1,إِنَّ,38.0,38.08,
98,6,2,ٱلَّذِینَ,38.72,39.12,
98,6,3,كَفَرُوا۟,39.28,39.84,
98,6,4,مِنۡ,39.92,40.0,
98,6,5,أَهۡلِ,40.16,40.48,
98,6,6,ٱلۡكِتَـٰبِ,40.64,41.12,
98,6,7,وَٱلۡمُشۡرِكِینَ,41.28,42.32,
98,6,8,فِی,42.4,42.72,
98,6,9,نَارِ,42.72,42.96,
98,6,10,جَهَنَّمَ,43.04,43.76,
98,6,11,خَـٰلِدِینَ,43.92,44.64,
98,6,12,فِیهَاۤۚ,44.72,45.84,
98,6,13,أُو۟لَـٰۤئِكَ,45.84,46.8,
98,6,14,هُمۡ,46.88,47.12,
98,6,15,شَرُّ,47.2,47.28,
98,6,16,ٱلۡبَرِیَّةِ,47.84,48.48,
98,7,1,إِنَّ,48.72,48.8,
98,7,2,ٱلَّذِینَ,49.28,49.76,
98,7,3,ءَامَنُوا۟,49.92,50.56,
98,7,4,وَعَمِلُوا۟,50.64,51.28,
98,7,5,ٱلصَّـٰلِحَـٰتِ,51.36,51.92,
98,7,6,أُو۟لَـٰۤئِكَ,52.32,53.36,
98,7,7,هُمۡ,53.44,53.68,
98,7,8,خَیۡرُ,53.76,54.16,
98,7,9,ٱلۡبَرِیَّةِ,54.32,55.04,
98,8,1,جَزَاۤؤُهُمۡ,55.92,57.36,
98,8,2,عِندَ,57.52,57.6,
98,8,3,رَبِّهِمۡ,58.16,58.64,
98,8,4,جَنَّـٰتُ,58.8,59.6,
98,8,5,عَدۡنࣲ,59.68,60.24,
98,8,6,تَجۡرِی,60.4,60.96,
98,8,7,مِن,61.12,61.2,
98,8,8,تَحۡتِهَا,61.44,62.08,
98,8,9,ٱلۡأَنۡهَـٰرُ,62.16,62.64,
98,8,10,خَـٰلِدِینَ,62.96,63.76,
98,8,11,فِیهَاۤ,63.84,64.24,
98,8,12,أَبَدࣰاۖ,64.4,65.12,
98,8,13,رَّضِیَ,65.44,66.0,
98,8,14,ٱللَّهُ,66.16,66.24,
98,8,15,عَنۡهُمۡ,66.64,67.04,
98,8,16,وَرَضُوا۟,67.28,67.92,
98,8,17,عَنۡهُۚ,68.16,68.48,
98,8,18,ذَ,68.96,69.04,
98,8,19,ٰلِكَ,69.44,69.52,
98,8,20,لِمَنۡ,69.76,70.24,
98,8,21,خَشِیَ,70.32,70.88,
98,8,22,رَبَّهُۥ,71.04,71.76,
