surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
97,1,1,إِنَّاۤ,0.16,1.44,
97,1,2,أَنزَلۡنَـٰهُ,3.44,4.56,
97,1,3,فِی,4.72,4.88,
97,1,4,لَیۡلَةِ,4.96,5.52,
97,1,5,ٱلۡقَدۡرِ,5.68,6.0,
97,2,1,وَمَاۤ,6.32,6.4,
97,2,2,أَدۡرَىٰكَ,6.8,7.52,
97,2,3,مَا,7.6,7.68,
97,2,4,لَیۡلَةُ,7.84,8.4,
97,2,5,ٱلۡقَدۡرِ,8.48,8.8,
97,3,1,لَیۡلَةُ,9.2,9.76,
97,3,2,ٱلۡقَدۡرِ,9.92,10.24,
97,3,3,خَیۡرࣱ,10.48,10.96,
97,3,4,مِّنۡ,11.12,11.2,
97,3,5,أَلۡفِ,11.68,11.76,
97,3,6,شَهۡرࣲ,11.84,12.4,
97,4,1,تَنَزَّلُ,12.56,12.96,
97,4,2,ٱلۡمَلَـٰۤئِكَةُ,13.36,14.64,
97,4,3,وَٱلرُّوحُ,14.8,15.44,
97,4,4,فِیهَا,15.44,15.92,
97,4,5,بِإِذۡنِ,16.08,16.64,
97,4,6,رَبِّهِم,16.8,17.2,
97,4,7,مِّن,17.52,17.6,
97,4,8,كُلِّ,18.0,18.08,
97,4,9,أَمۡرࣲ,18.56,19.12,
97,5,1,سَلَـٰمٌ,19.28,19.68,
97,5,2,هِیَ,20.16,20.4,
97,5,3,حَتَّىٰ,20.56,20.8,
97,5,4,مَطۡلَعِ,21.12,21.84,
97,5,5,ٱلۡفَجۡرِ,22.08,22.48,
