surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
109,1,1,قُلۡ,0.16,0.24,
109,1,2,یَـٰۤأَیُّهَا,0.72,4.0,
109,1,3,ٱلۡكَـٰفِرُونَ,4.16,5.04,
109,2,1,لَاۤ,5.52,5.6,
109,2,2,أَعۡبُدُ,5.92,6.56,
109,2,3,مَا,6.64,6.72,
109,2,4,تَعۡبُدُونَ,6.88,7.76,
109,3,1,وَلَاۤ,8.32,8.4,
109,3,2,أَنتُمۡ,8.72,9.44,
109,3,3,عَـٰبِدُونَ,9.6,10.4,
109,3,4,مَاۤ,10.64,10.72,
109,3,5,أَعۡبُدُ,10.96,11.6,
109,4,1,وَلَاۤ,12.0,12.08,
109,4,2,أَنَا۠,12.48,12.8,
109,4,3,عَابِدࣱ,12.96,13.68,
109,4,4,مَّا,14.0,14.08,
109,4,5,عَبَدتُّمۡ,14.4,15.2,
109,5,1,وَلَاۤ,15.6,15.68,
109,5,2,أَنتُمۡ,16.0,16.72,
109,5,3,عَـٰبِدُونَ,16.88,17.76,
109,5,4,مَاۤ,17.92,18.0,
109,5,5,أَعۡبُدُ,18.56,19.2,
109,6,1,لَكُمۡ,19.68,19.76,
109,6,2,دِینُكُمۡ,20.24,20.96,
109,6,3,وَلِیَ,21.2,21.6,
109,6,4,دِینِ,21.84,23.52,
