surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
113,1,1,قُلۡ,2.64,2.72,
113,1,2,أَعُوذُ,3.04,3.52,
113,1,3,بِرَبِّ,3.68,4.08,
113,1,4,ٱلۡفَلَقِ,4.4,4.88,
113,2,1,مِن,5.12,5.2,
113,2,2,شَرِّ,5.52,5.6,
113,2,3,مَا,6.08,6.16,
113,2,4,خَلَقَ,6.32,6.48,
113,3,1,وَمِن,7.36,7.44,
113,3,2,شَرِّ,7.92,8.0,
113,3,3,غَاسِقٍ,8.48,9.12,
113,3,4,إِذَا,9.36,9.52,
113,3,5,وَقَبَ,9.76,10.32,
113,4,1,وَمِن,10.8,10.88,
113,4,2,شَرِّ,11.36,11.44,
113,4,3,ٱلنَّفَّـٰثَـٰتِ,12.08,13.2,
113,4,4,فِی,13.36,13.52,
113,4,5,ٱلۡعُقَدِ,13.68,14.0,
113,5,1,وَمِن,14.64,14.72,
113,5,2,شَرِّ,15.28,15.36,
113,5,3,حَاسِدٍ,15.84,16.48,
113,5,4,إِذَا,16.72,17.04,
113,5,5,حَسَدَ,17.12,17.68,
