surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
111,1,1,تَبَّتۡ,2.64,2.96,
111,1,2,یَدَاۤ,3.04,3.52,
111,1,3,أَبِی,3.68,4.0,
111,1,4,لَهَبࣲ,4.08,4.72,
111,1,5,وَتَبَّ,4.88,5.44,
111,2,1,مَاۤ,5.92,6.0,
111,2,2,أَغۡنَىٰ,6.32,6.8,
111,2,3,عَنۡهُ,6.96,7.36,
111,2,4,مَالُهُۥ,7.44,8.0,
111,2,5,وَمَا,8.16,8.24,
111,2,6,كَسَبَ,8.64,8.88,
111,3,1,سَیَصۡلَىٰ,9.44,10.16,
111,3,2,نَارࣰا,10.32,10.96,
111,3,3,ذَاتَ,11.44,11.92,
111,3,4,لَهَبࣲ,12.08,12.64,
111,4,1,وَٱمۡرَأَتُهُۥ,13.04,14.0,
111,4,2,حَمَّالَةَ,14.24,15.36,
111,4,3,ٱلۡحَطَبِ,15.6,16.16,
111,5,1,فِی,16.16,16.64,
111,5,2,جِیدِهَا,16.88,17.6,
111,5,3,حَبۡلࣱ,17.84,18.48,
111,5,4,مِّن,18.88,18.96,
111,5,5,مَّسَدِۭ,19.68,20.4,
