surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
95,1,1,وَٱلتِّینِ,2.72,3.28,
95,1,2,وَٱلزَّیۡتُونِ,3.44,4.32,
95,2,1,وَطُورِ,4.64,5.2,
95,2,2,سِینِینَ,5.36,6.08,
95,3,1,وَهَـٰذَا,6.56,6.64,
95,3,2,ٱلۡبَلَدِ,7.2,7.68,
95,3,3,ٱلۡأَمِینِ,7.84,8.4,
95,4,1,لَقَدۡ,8.88,8.96,
95,4,2,خَلَقۡنَا,9.36,10.0,
95,4,3,ٱلۡإِنسَـٰنَ,10.16,11.04,
95,4,4,فِیۤ,11.04,11.28,
95,4,5,أَحۡسَنِ,11.44,11.76,
95,4,6,تَقۡوِیمࣲ,12.08,12.96,
95,5,1,ثُمَّ,13.28,13.36,
95,5,2,رَدَدۡنَـٰهُ,13.84,14.72,
95,5,3,أَسۡفَلَ,14.8,15.2,
95,5,4,سَـٰفِلِینَ,15.44,16.32,
95,6,1,إِلَّا,16.8,16.88,
95,6,2,ٱلَّذِینَ,17.28,17.76,
95,6,3,ءَامَنُوا۟,17.84,18.56,
95,6,4,وَعَمِلُوا۟,18.64,19.28,
95,6,5,ٱلصَّـٰلِحَـٰتِ,19.36,20.24,
95,6,6,فَلَهُمۡ,20.4,20.8,
95,6,7,أَجۡرٌ,20.96,21.2,
95,6,8,غَیۡرُ,21.52,21.84,
95,6,9,مَمۡنُونࣲ,22.0,22.96,
95,7,1,فَمَا,23.2,23.44,
95,7,2,یُكَذِّبُكَ,23.6,24.64,
95,7,3,بَعۡدُ,24.72,24.8,
95,7,4,بِٱلدِّینِ,25.28,26.0,
95,8,1,أَلَیۡسَ,26.72,27.36,
95,8,2,ٱللَّهُ,27.52,27.6,
95,8,3,بِأَحۡكَمِ,28.16,28.8,
95,8,4,ٱلۡحَـٰكِمِینَ,29.28,32.08,
