surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
106,1,1,لِإِیلَـٰفِ,2.8,3.44,
106,1,2,قُرَیۡشٍ,3.6,4.24,
106,2,1,إِۦلَـٰفِهِمۡ,5.04,5.36,
106,2,2,رِحۡلَةَ,5.68,6.08,
106,2,3,ٱلشِّتَاۤءِ,6.24,7.6,
106,2,4,وَٱلصَّیۡفِ,7.92,8.72,
106,3,1,فَلۡیَعۡبُدُوا۟,9.12,10.4,
106,3,2,رَبَّ,10.48,10.56,
106,3,3,هَـٰذَا,11.04,11.12,
106,3,4,ٱلۡبَیۡتِ,11.6,12.24,
106,4,1,ٱلَّذِیۤ,12.88,13.28,
106,4,2,أَطۡعَمَهُم,13.44,14.4,
106,4,3,مِّن,14.72,14.8,
106,4,4,جُوعࣲ,15.28,16.0,
106,4,5,وَءَامَنَهُم,16.24,17.2,
106,4,6,مِّنۡ,17.52,17.6,
106,4,7,خَوۡفِۭ,17.92,18.56,
