surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
114,1,1,قُلۡ,2.64,2.72,
114,1,2,أَعُوذُ,3.04,3.52,
114,1,3,بِرَبِّ,3.68,4.08,
114,1,4,ٱلنَّاسِ,4.64,4.8,
114,2,1,مَلِكِ,6.08,6.64,
114,2,2,ٱلنَّاسِ,7.04,7.12,
114,3,1,إِلَـٰهِ,8.4,8.96,
114,3,2,ٱلنَّاسِ,9.44,9.6,
114,4,1,مِن,11.12,11.2,
114,4,2,شَرِّ,11.6,11.68,
114,4,3,ٱلۡوَسۡوَاسِ,12.24,13.04,
114,4,4,ٱلۡخَنَّاسِ,13.36,14.4,
114,5,1,ٱلَّذِی,15.36,15.76,
114,5,2,یُوَسۡوِسُ,15.92,16.64,
114,5,3,فِی,16.64,17.04,
114,5,4,صُدُورِ,17.2,17.76,
114,5,5,ٱلنَّاسِ,18.08,18.16,
114,6,1,مِنَ,18.72,18.8,
114,6,2,ٱلۡجِنَّةِ,19.12,19.84,
114,6,3,وَٱلنَّاسِ,20.08,21.04,
