surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
105,1,1,أَلَمۡ,2.72,2.8,
105,1,2,تَرَ,3.12,3.36,
105,1,3,كَیۡفَ,3.44,3.84,
105,1,4,فَعَلَ,3.92,4.0,
105,1,5,رَبُّكَ,4.48,4.96,
105,1,6,بِأَصۡحَـٰبِ,5.04,5.84,
105,1,7,ٱلۡفِیلِ,6.16,6.64,
105,2,1,أَلَمۡ,7.12,7.2,
105,2,2,یَجۡعَلۡ,7.36,8.0,
105,2,3,كَیۡدَهُمۡ,8.24,8.88,
105,2,4,فِی,9.04,9.2,
105,2,5,تَضۡلِیلࣲ,9.28,10.24,
105,3,1,وَأَرۡسَلَ,10.48,10.96,
105,3,2,عَلَیۡهِمۡ,11.36,11.84,
105,3,3,طَیۡرًا,12.0,12.56,
105,3,4,أَبَابِیلَ,12.72,13.6,
105,4,1,تَرۡمِیهِم,14.4,15.28,
105,4,2,بِحِجَارَةࣲ,15.6,16.64,
105,4,3,مِّن,17.04,17.12,
105,4,4,سِجِّیلࣲ,17.6,18.72,
105,5,1,فَجَعَلَهُمۡ,18.96,19.84,
105,5,2,كَعَصۡفࣲ,20.08,20.88,
105,5,3,مَّأۡكُولِۭ,21.2,22.08,
