surah,ayah,start_s,end_s,source
90,1,0.125,6.465,aligned
90,2,6.754,10.783,aligned
90,3,11.963,13.598,aligned
90,4,13.987,18.862,aligned
90,5,19.288,23.718,aligned
90,6,23.967,27.294,aligned
90,7,27.698,31.409,aligned
90,8,31.815,35.997,aligned
90,9,36.601,39.922,aligned
90,10,40.371,42.783,aligned
90,11,43.181,45.648,aligned
90,12,47.599,50.487,aligned
90,13,50.919,51.88,aligned
90,14,52.207,58.041,aligned
90,15,58.754,60.383,aligned
90,16,60.911,64.342,aligned
90,17,64.875,74.135,aligned
90,18,74.335,77.582,aligned
90,19,77.895,83.989,aligned
90,20,83.989,86.303,aligned
