surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
105,1,1,أَلَمۡ,0.06,1.05,,native,100.0,mfa
105,1,2,تَرَ,1.05,2.26,,native,100.0,mfa
105,1,3,كَیۡفَ,2.26,3.63,,native,100.0,mfa
105,1,4,فَعَلَ,4.8,5.54,,native,100.0,mfa
105,1,5,رَبُّكَ,5.83,6.85,,native,100.0,mfa
105,1,6,بِأَصۡحَـٰبِ,6.85,7.44,,native,100.0,mfa
105,1,7,ٱلۡفِیلِ,7.44,7.63,,native,100.0,mfa
105,2,1,أَلَمۡ,7.83,9.84,,native,100.0,mfa
105,2,2,یَجۡعَلۡ,10.2,11.87,,native,100.0,mfa
105,2,3,كَیۡدَهُمۡ,11.87,12.86,,native,100.0,mfa
105,2,4,فِی,12.86,14.71,,native,100.0,mfa
105,2,5,تَضۡلِیلࣲ,15.02,15.78,,native,100.0,mfa
105,3,1,وَأَرۡسَلَ,15.78,17.02,,native,100.0,mfa
105,3,2,عَلَیۡهِمۡ,17.02,17.86,,native,100.0,mfa
105,3,3,طَیۡرًا,17.86,18.89,,native,100.0,mfa
105,3,4,أَبَابِیلَ,20.65,21.62,,native,100.0,mfa
105,4,1,تَرۡمِیهِم,22.83,23.36,,native,100.0,mfa
105,4,2,بِحِجَارَةࣲ,24.61,27.42,,native,100.0,mfa
105,4,3,مِّن,27.77,29.36,,native,100.0,mfa
105,4,4,سِجِّیلࣲ,29.36,29.9,,native,100.0,mfa
105,5,1,فَجَعَلَهُمۡ,30.13,31.09,,native,100.0,mfa
105,5,2,كَعَصۡفࣲ,31.09,31.98,,native,100.0,mfa
105,5,3,مَّأۡكُولِۭ,32.39,34.71,,native,100.0,mfa
