surah,ayah,start_s,end_s,source
19,1,3.52,11.68,aligned
19,2,16.16,19.76,aligned
19,3,20.32,26.24,aligned
19,4,26.88,43.04,aligned
19,5,43.68,59.28,aligned
19,6,60.0,65.76,aligned
19,7,66.48,79.44,aligned
19,8,80.0,95.04,aligned
19,9,95.68,106.16,aligned
19,10,106.72,119.36,aligned
19,11,119.92,131.6,aligned
19,12,132.24,139.12,aligned
19,13,139.68,146.24,aligned
19,14,146.88,154.88,aligned
19,15,155.28,162.0,aligned
19,16,162.0,171.28,aligned
19,17,172.0,184.96,aligned
19,18,185.68,195.12,aligned
19,19,195.84,204.64,aligned
19,20,205.28,214.0,aligned
19,21,214.56,238.96,aligned
19,22,239.52,250.0,aligned
19,23,250.24,266.0,aligned
19,24,266.4,276.24,aligned
19,25,277.04,285.2,aligned
19,26,285.44,306.96,aligned
19,27,307.28,317.76,aligned
19,28,318.0,327.92,aligned
19,29,328.08,336.16,aligned
19,30,336.64,344.72,aligned
19,31,345.04,359.76,aligned
19,32,360.64,367.6,aligned
19,33,368.48,375.2,aligned
19,34,375.6,382.72,aligned
19,35,383.04,403.2,aligned
19,36,403.68,413.2,aligned
19,37,414.0,425.44,aligned
19,38,425.6,437.36,aligned
19,39,437.68,448.24,aligned
19,40,448.4,455.52,aligned
19,41,455.92,466.08,aligned
19,42,466.24,482.8,aligned
19,43,483.12,500.64,aligned
19,44,500.88,514.0,aligned
19,45,514.32,527.76,aligned
19,46,528.16,543.84,aligned
19,47,544.32,555.6,aligned
19,48,555.92,573.84,aligned
19,49,574.32,591.2,aligned
19,50,591.44,602.72,aligned
19,51,603.12,614.96,aligned
19,52,615.12,622.0,aligned
19,53,622.16,628.96,aligned
19,54,629.36,639.36,aligned
19,55,640.0,649.04,aligned
19,56,649.44,657.84,aligned
19,57,658.0,662.56,aligned
19,58,662.8,701.84,aligned
19,59,702.4,713.28,aligned
19,60,713.6,731.92,aligned
19,61,732.48,743.04,aligned
19,62,743.68,754.08,aligned
19,63,754.64,762.08,aligned
19,64,762.64,776.08,aligned
19,65,776.32,790.32,aligned
19,66,790.56,795.6,aligned
19,67,796.16,809.28,aligned
19,68,811.2,822.32,aligned
19,69,823.44,832.4,aligned
19,70,832.96,846.56,aligned
19,71,847.28,856.4,aligned
19,72,857.04,865.12,aligned
19,73,865.36,887.28,aligned
19,74,887.84,894.8,aligned
19,75,895.36,922.32,aligned
19,76,922.96,937.92,aligned
19,77,938.24,948.96,aligned
19,78,949.12,955.68,aligned
19,79,956.16,962.8,aligned
19,80,963.36,968.08,aligned
19,81,968.72,977.28,aligned
19,82,977.6,983.04,aligned
19,83,985.28,994.16,aligned
19,84,994.72,1001.6,aligned
19,85,1001.84,1007.36,aligned
19,86,1007.6,1013.36,aligned
19,87,1013.52,1021.44,aligned
19,88,1022.16,1025.44,aligned
19,89,1025.6,1033.28,aligned
19,90,1033.52,1049.44,aligned
19,91,1049.68,1054.08,aligned
19,92,1054.4,1059.52,aligned
19,93,1060.72,1085.04,aligned
19,94,1085.36,1093.04,aligned
19,95,1093.36,1099.04,aligned
19,96,1099.2,1109.84,aligned
19,97,1110.0,1124.88,aligned
19,98,1125.92,1138.878,aligned
