surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
105,1,1,أَلَمۡ,0.0,0.051,,native,100.0,nemo
105,1,2,تَرَ,0.545,0.92,,native,100.0,nemo
105,1,3,كَیۡفَ,0.948,0.968,,native,100.0,nemo
105,1,4,فَعَلَ,1.533,1.553,,native,100.0,nemo
105,1,5,رَبُّكَ,2.273,2.6,,native,100.0,nemo
105,1,6,بِأَصۡحَـٰبِ,2.842,3.908,,native,100.0,nemo
105,1,7,ٱلۡفِیلِ,4.296,4.943,,native,100.0,nemo
105,2,1,أَلَمۡ,5.648,5.668,,native,100.0,nemo
105,2,2,یَجۡعَلۡ,6.178,6.328,,native,100.0,nemo
105,2,3,كَیۡدَهُمۡ,6.901,7.706,,native,100.0,nemo
105,2,4,فِی,7.787,7.844,,native,100.0,nemo
105,2,5,تَضۡلِیلࣲ,8.204,9.111,,native,100.0,nemo
105,3,1,وَأَرۡسَلَ,9.833,10.369,,native,100.0,nemo
105,3,2,عَلَیۡهِمۡ,10.902,11.385,,native,100.0,nemo
105,3,3,طَیۡرًا,11.562,11.96,,native,100.0,nemo
105,3,4,أَبَابِیلَ,12.276,13.455,,native,100.0,nemo
105,4,1,تَرۡمِیهِم,14.779,15.741,,native,100.0,nemo
105,4,2,بِحِجَارَةࣲ,16.174,17.413,,native,100.0,nemo
105,4,3,مِّن,17.747,17.919,,native,100.0,nemo
105,4,4,سِجِّیلࣲ,18.742,19.866,,native,100.0,nemo
105,5,1,فَجَعَلَهُمۡ,20.057,20.866,,native,100.0,nemo
105,5,2,كَعَصۡفࣲ,21.172,21.961,,native,100.0,nemo
105,5,3,مَّأۡكُولِۭ,22.28,23.298,,native,100.0,nemo
