surah,ayah,start_s,end_s,source
102,1,0.05,0.87,aligned
102,2,0.87,2.65,aligned
102,3,3.46,7.55,aligned
102,4,8.95,17.88,aligned
102,5,18.09,26.13,aligned
102,6,26.43,28.56,aligned
102,7,28.56,34.08,aligned
102,8,34.24,41.15,aligned
