surah,ayah,start_s,end_s,source
90,1,7.409,15.38,aligned
90,2,15.662,21.663,aligned
90,3,22.918,25.428,aligned
90,4,25.813,31.646,aligned
90,5,32.215,37.56,aligned
90,6,38.225,43.072,aligned
90,7,43.492,49.189,aligned
90,8,49.723,56.002,aligned
90,9,57.252,62.545,aligned
90,10,63.561,66.93,aligned
90,11,67.375,70.543,aligned
90,12,72.286,76.311,aligned
90,13,76.548,78.479,aligned
90,14,78.911,86.494,aligned
90,15,87.828,90.779,aligned
90,16,91.399,97.043,aligned
90,17,98.461,112.63,aligned
90,18,112.995,117.406,aligned
90,19,117.684,128.474,aligned
90,20,128.474,131.286,aligned
