surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
111,1,1,تَبَّتۡ,2.634,2.867,,native,100.0,nemo
111,1,2,یَدَاۤ,3.082,3.627,,native,100.0,nemo
111,1,3,أَبِی,3.789,3.809,,native,100.0,nemo
111,1,4,لَهَبࣲ,4.071,4.651,,native,100.0,nemo
111,1,5,وَتَبَّ,4.875,5.425,,native,100.0,nemo
111,2,1,مَاۤ,5.856,5.889,,native,100.0,nemo
111,2,2,أَغۡنَىٰ,6.328,6.696,,native,100.0,nemo
111,2,3,عَنۡهُ,6.957,7.243,,native,100.0,nemo
111,2,4,مَالُهُۥ,7.431,7.881,,native,100.0,nemo
111,2,5,وَمَا,8.106,8.344,,native,100.0,nemo
111,2,6,كَسَبَ,8.759,8.835,,native,100.0,nemo
111,3,1,سَیَصۡلَىٰ,9.433,10.253,,native,100.0,nemo
111,3,2,نَارࣰا,10.253,10.858,,native,100.0,nemo
111,3,3,ذَاتَ,11.55,11.922,,native,100.0,nemo
111,3,4,لَهَبࣲ,12.08,12.738,,native,100.0,nemo
111,4,1,وَٱمۡرَأَتُهُۥ,12.95,13.886,,native,100.0,nemo
111,4,2,حَمَّالَةَ,14.18,15.361,,native,100.0,nemo
111,4,3,ٱلۡحَطَبِ,15.691,16.323,,native,100.0,nemo
111,5,1,فِی,16.546,16.566,,native,100.0,nemo
111,5,2,جِیدِهَا,16.877,17.506,,native,100.0,nemo
111,5,3,حَبۡلࣱ,17.883,18.384,,native,100.0,nemo
111,5,4,مِّن,18.834,19.075,,native,100.0,nemo
111,5,5,مَّسَدِۭ,19.785,20.515,,native,100.0,nemo
