surah,ayah,start_s,end_s,source
87,1,5.085,9.238,aligned
87,2,9.679,12.703,aligned
87,3,13.675,16.693,aligned
87,4,19.584,23.321,aligned
87,5,23.718,29.491,aligned
87,6,29.491,33.333,aligned
87,7,34.181,47.381,aligned
87,8,47.789,51.256,aligned
87,9,51.76,57.056,aligned
87,10,57.563,63.294,aligned
87,11,63.294,65.627,aligned
87,12,66.438,71.072,aligned
87,13,72.392,77.471,aligned
87,14,77.955,82.973,aligned
87,15,83.468,87.26,aligned
87,16,87.656,94.802,aligned
87,17,95.049,99.745,aligned
87,18,101.105,107.068,aligned
87,19,107.068,110.2,aligned
