surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
107,1,1,أَرَءَیۡتَ,0.08,0.8,
107,1,2,ٱلَّذِی,0.96,1.36,
107,1,3,یُكَذِّبُ,1.52,2.0,
107,1,4,بِٱلدِّینِ,2.48,3.2,
107,2,1,فَذَ,3.76,4.0,
107,2,2,ٰلِكَ,4.4,4.48,
107,2,3,ٱلَّذِی,4.72,5.12,
107,2,4,یَدُعُّ,5.12,5.84,
107,2,5,ٱلۡیَتِیمَ,6.16,6.88,
107,3,1,وَلَا,7.36,7.44,
107,3,2,یَحُضُّ,7.6,8.4,
107,3,3,عَلَىٰ,8.64,8.72,
107,3,4,طَعَامِ,9.12,9.68,
107,3,5,ٱلۡمِسۡكِینِ,9.92,10.8,
107,4,1,فَوَیۡلࣱ,11.36,12.08,
107,4,2,لِّلۡمُصَلِّینَ,12.16,13.36,
107,5,1,ٱلَّذِینَ,13.76,14.24,
107,5,2,هُمۡ,14.48,14.72,
107,5,3,عَن,14.88,14.96,
107,5,4,صَلَاتِهِمۡ,15.52,16.4,
107,5,5,سَاهُونَ,16.64,17.52,
107,6,1,ٱلَّذِینَ,18.72,19.28,
107,6,2,هُمۡ,19.44,19.68,
107,6,3,یُرَاۤءُونَ,19.84,22.48,
107,7,1,وَیَمۡنَعُونَ,22.8,23.92,
107,7,2,ٱلۡمَاعُونَ,24.32,25.28,
