surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
89,1,1,وَٱلۡفَجۡرِ,6.56,7.28,
89,2,1,وَلَیَالٍ,8.4,9.28,
89,2,2,عَشۡرࣲ,10.0,10.48,
89,3,1,وَٱلشَّفۡعِ,11.44,12.16,
89,3,2,وَٱلۡوَتۡرِ,12.56,13.44,
89,4,1,وَٱلَّیۡلِ,14.48,15.36,
89,4,2,إِذَا,15.52,15.84,
89,4,3,یَسۡرِ,15.84,16.56,
89,5,1,هَلۡ,17.92,18.0,
89,5,2,فِی,18.4,18.72,
89,5,3,ذَ,18.8,18.88,
89,5,4,ٰلِكَ,19.28,19.36,
89,5,5,قَسَمࣱ,19.68,20.32,
89,5,6,لِّذِی,20.64,21.12,
89,5,7,حِجۡرٍ,21.36,21.76,
89,6,1,أَلَمۡ,23.12,23.2,
89,6,2,تَرَ,23.76,24.08,
89,6,3,كَیۡفَ,24.24,24.72,
89,6,4,فَعَلَ,24.88,24.96,
89,6,5,رَبُّكَ,25.6,26.24,
89,6,6,بِعَادٍ,26.4,27.52,
89,7,1,إِرَمَ,30.16,30.72,
89,7,2,ذَاتِ,30.96,31.44,
89,7,3,ٱلۡعِمَادِ,31.76,32.64,
89,8,1,ٱلَّتِی,36.32,36.8,
89,8,2,لَمۡ,37.12,37.2,
89,8,3,یُخۡلَقۡ,37.52,38.24,
89,8,4,مِثۡلُهَا,38.48,39.28,
89,8,5,فِی,39.52,39.68,
89,8,6,ٱلۡبِلَـٰدِ,39.92,40.72,
89,9,1,وَثَمُودَ,42.88,43.68,
89,9,2,ٱلَّذِینَ,44.08,44.64,
89,9,3,جَابُوا۟,45.04,45.68,
89,9,4,ٱلصَّخۡرَ,45.84,46.24,
89,9,5,بِٱلۡوَادِ,46.56,47.68,
89,10,1,وَفِرۡعَوۡنَ,49.76,50.72,
89,10,2,ذِی,51.04,51.28,
89,10,3,ٱلۡأَوۡتَادِ,51.44,52.4,
89,11,1,ٱلَّذِینَ,54.96,55.6,
89,11,2,طَغَوۡا۟,55.84,56.48,
89,11,3,فِی,56.64,56.8,
89,11,4,ٱلۡبِلَـٰدِ,57.04,57.92,
89,12,1,فَأَكۡثَرُوا۟,60.4,61.52,
89,12,2,فِیهَا,61.76,62.24,
89,12,3,ٱلۡفَسَادَ,62.56,63.6,
89,13,1,فَصَبَّ,65.52,66.16,
89,13,2,عَلَیۡهِمۡ,66.56,67.28,
89,13,3,رَبُّكَ,67.52,68.32,
89,13,4,سَوۡطَ,68.48,68.96,
89,13,5,عَذَابٍ,69.28,70.64,
