surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
100,1,1,وَٱلۡعَـٰدِیَـٰتِ,6.96,8.4,
100,1,2,ضَبۡحࣰا,8.64,9.52,
100,2,1,فَٱلۡمُورِیَـٰتِ,10.96,12.48,
100,2,2,قَدۡحࣰا,12.72,13.6,
100,3,1,فَٱلۡمُغِیرَ,15.2,16.72,
100,3,2,ٰتِ,16.72,16.8,
100,3,3,صُبۡحࣰا,16.96,17.84,
100,4,1,فَأَثَرۡنَ,19.12,20.16,
100,4,2,بِهِۦ,20.32,20.4,
100,4,3,نَقۡعࣰا,20.88,21.84,
100,5,1,فَوَسَطۡنَ,22.96,24.08,
100,5,2,بِهِۦ,24.16,24.24,
100,5,3,جَمۡعًا,24.72,25.52,
100,6,1,إِنَّ,27.6,27.68,
100,6,2,ٱلۡإِنسَـٰنَ,29.12,29.6,
100,6,3,لِرَبِّهِۦ,30.72,31.68,
100,6,4,لَكَنُودࣱ,31.92,33.92,
100,7,1,وَإِنَّهُۥ,36.08,37.68,
100,7,2,عَلَىٰ,38.16,38.24,
100,7,3,ذَ,38.64,38.72,
100,7,4,ٰلِكَ,39.2,39.28,
100,7,5,لَشَهِیدࣱ,39.52,41.52,
100,8,1,وَإِنَّهُۥ,43.04,44.56,
100,8,2,لِحُبِّ,44.96,45.28,
100,8,3,ٱلۡخَیۡرِ,46.08,46.56,
100,8,4,لَشَدِیدٌ,46.72,47.68,
100,9,1,۞,50.24,50.8,
100,9,2,أَفَلَا,50.88,51.36,
100,9,3,یَعۡلَمُ,52.0,52.32,
100,9,4,إِذَا,52.56,53.12,
100,9,5,بُعۡثِرَ,53.52,53.6,
100,9,6,مَا,53.92,54.4,
100,9,7,فِی,54.4,56.0,
100,9,8,ٱلۡقُبُورِ,57.68,58.24,
100,10,1,وَحُصِّلَ,58.88,58.96,
100,10,2,مَا,59.28,59.6,
100,10,3,فِی,59.6,61.36,
100,10,4,ٱلصُّدُورِ,63.68,63.76,
100,11,1,إِنَّ,64.56,65.36,
100,11,2,رَبَّهُم,66.4,66.8,
100,11,3,بِهِمۡ,66.8,68.24,
100,11,4,یَوۡمَئِذࣲ,68.4,71.52,
100,11,5,لَّخَبِیرُۢ,71.506,73.209,
