surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
97,1,1,إِنَّاۤ,7.04,8.4,
97,1,2,أَنزَلۡنَـٰهُ,10.4,12.4,
97,1,3,فِی,12.64,12.8,
97,1,4,لَیۡلَةِ,13.04,13.68,
97,1,5,ٱلۡقَدۡرِ,14.08,14.4,
97,2,1,وَمَاۤ,15.84,15.92,
97,2,2,أَدۡرَىٰكَ,18.08,19.04,
97,2,3,مَا,19.28,19.36,
97,2,4,لَیۡلَةُ,19.6,20.32,
97,2,5,ٱلۡقَدۡرِ,20.72,21.12,
97,3,1,لَیۡلَةُ,22.4,23.04,
97,3,2,ٱلۡقَدۡرِ,23.36,23.68,
97,3,3,خَیۡرࣱ,24.08,24.8,
97,3,4,مِّنۡ,25.76,25.84,
97,3,5,أَلۡفِ,26.4,26.48,
97,3,6,شَهۡرࣲ,26.72,27.44,
97,4,1,تَنَزَّلُ,28.96,29.6,
97,4,2,ٱلۡمَلَـٰۤئِكَةُ,30.32,33.36,
97,4,3,وَٱلرُّوحُ,33.68,34.48,
97,4,4,فِیهَا,34.56,35.2,
97,4,5,بِإِذۡنِ,35.6,36.32,
97,4,6,رَبِّهِم,36.48,37.2,
97,4,7,مِّن,38.48,38.56,
97,4,8,كُلِّ,39.52,39.6,
97,4,9,أَمۡرࣲ,40.24,40.88,
97,5,1,سَلَـٰمٌ,41.76,42.16,
97,5,2,هِیَ,42.88,43.04,
97,5,3,حَتَّىٰ,43.36,43.76,
97,5,4,مَطۡلَعِ,44.24,45.04,
97,5,5,ٱلۡفَجۡرِ,45.36,45.76,
