surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
114,1,1,قُلۡ,6.24,6.32,
114,1,2,أَعُوذُ,6.72,7.36,
114,1,3,بِرَبِّ,7.52,7.76,
114,1,4,ٱلنَّاسِ,9.12,9.2,
114,2,1,مَلِكِ,12.08,12.64,
114,2,2,ٱلنَّاسِ,13.6,13.68,
114,3,1,إِلَـٰهِ,16.88,17.52,
114,3,2,ٱلنَّاسِ,18.64,18.72,
114,4,1,مِن,21.92,22.0,
114,4,2,شَرِّ,22.88,22.96,
114,4,3,ٱلۡوَسۡوَاسِ,23.68,24.64,
114,4,4,ٱلۡخَنَّاسِ,25.12,27.52,
114,5,1,ٱلَّذِی,29.68,30.24,
114,5,2,یُوَسۡوِسُ,30.32,31.36,
114,5,3,فِی,31.36,31.68,
114,5,4,صُدُورِ,31.92,32.64,
114,5,5,ٱلنَّاسِ,33.68,33.76,
114,6,1,مِنَ,36.48,36.56,
114,6,2,ٱلۡجِنَّةِ,37.12,38.64,
114,6,3,وَٱلنَّاسِ,38.96,40.56,
