surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
106,1,1,لِإِیلَـٰفِ,6.64,9.12,
106,1,2,قُرَیۡشٍ,9.36,10.96,
106,2,1,إِۦلَـٰفِهِمۡ,15.2,15.6,
106,2,2,رِحۡلَةَ,16.16,16.64,
106,2,3,ٱلشِّتَاۤءِ,16.88,19.44,
106,2,4,وَٱلصَّیۡفِ,19.76,21.6,
106,3,1,فَلۡیَعۡبُدُوا۟,23.36,24.72,
106,3,2,رَبَّ,24.88,24.96,
106,3,3,هَـٰذَا,25.52,25.6,
106,3,4,ٱلۡبَیۡتِ,26.32,28.0,
106,4,1,ٱلَّذِیۤ,29.76,30.32,
106,4,2,أَطۡعَمَهُم,32.24,33.28,
106,4,3,مِّن,34.24,34.32,
106,4,4,جُوعࣲ,35.44,36.32,
106,4,5,وَءَامَنَهُم,37.2,39.76,
106,4,6,مِّنۡ,40.48,40.56,
106,4,7,خَوۡفِۭ,40.96,41.76,
