surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
109,1,1,قُلۡ,0.64,0.72,
109,1,2,یَـٰۤأَیُّهَا,1.36,10.08,
109,1,3,ٱلۡكَـٰفِرُونَ,10.32,12.32,
109,2,1,لَاۤ,13.92,14.0,
109,2,2,أَعۡبُدُ,15.84,16.56,
109,2,3,مَا,16.8,16.88,
109,2,4,تَعۡبُدُونَ,17.12,19.2,
109,3,1,وَلَاۤ,20.8,20.88,
109,3,2,أَنتُمۡ,23.28,24.56,
109,3,3,عَـٰبِدُونَ,24.88,25.92,
109,3,4,مَاۤ,26.16,26.24,
109,3,5,أَعۡبُدُ,28.08,28.8,
109,4,1,وَلَاۤ,30.56,30.64,
109,4,2,أَنَا۠,32.56,32.88,
109,4,3,عَابِدࣱ,33.2,34.08,
109,4,4,مَّا,34.8,34.88,
109,4,5,عَبَدتُّمۡ,35.36,36.32,
109,5,1,وَلَاۤ,37.6,37.68,
109,5,2,أَنتُمۡ,39.92,41.28,
109,5,3,عَـٰبِدُونَ,41.52,42.56,
109,5,4,مَاۤ,42.8,42.88,
109,5,5,أَعۡبُدُ,44.48,45.2,
109,6,1,لَكُمۡ,46.56,46.64,
109,6,2,دِینُكُمۡ,47.12,47.84,
109,6,3,وَلِیَ,48.24,48.72,
109,6,4,دِینِ,48.88,49.36,
