surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
111,1,1,تَبَّتۡ,6.16,6.56,
111,1,2,یَدَاۤ,6.8,7.44,
111,1,3,أَبِی,9.52,10.16,
111,1,4,لَهَبࣲ,10.32,10.88,
111,1,5,وَتَبَّ,11.84,12.4,
111,2,1,مَاۤ,13.68,13.76,
111,2,2,أَغۡنَىٰ,15.76,16.4,
111,2,3,عَنۡهُ,16.72,17.2,
111,2,4,مَالُهُۥ,17.36,18.0,
111,2,5,وَمَا,18.32,18.4,
111,2,6,كَسَبَ,18.96,19.28,
111,3,1,سَیَصۡلَىٰ,20.64,21.52,
111,3,2,نَارࣰا,21.84,22.64,
111,3,3,ذَاتَ,23.36,23.92,
111,3,4,لَهَبࣲ,24.08,24.88,
111,4,1,وَٱمۡرَأَتُهُۥ,25.68,26.88,
111,4,2,حَمَّالَةَ,27.2,29.04,
111,4,3,ٱلۡحَطَبِ,29.36,30.0,
111,5,1,فِی,30.96,31.12,
111,5,2,جِیدِهَا,31.36,32.16,
111,5,3,حَبۡلࣱ,32.48,33.2,
111,5,4,مِّن,33.92,34.0,
111,5,5,مَّسَدِۭ,35.04,35.68,
