surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
93,1,1,وَٱلضُّحَىٰ,6.64,7.6,
93,2,1,وَٱلَّیۡلِ,9.12,10.0,
93,2,2,إِذَا,10.32,10.56,
93,2,3,سَجَىٰ,10.88,11.52,
93,3,1,مَا,12.88,12.96,
93,3,2,وَدَّعَكَ,13.28,14.32,
93,3,3,رَبُّكَ,14.48,15.2,
93,3,4,وَمَا,15.36,15.52,
93,3,5,قَلَىٰ,16.0,16.56,
93,4,1,وَلَلۡءَاخِرَةُ,18.0,20.64,
93,4,2,خَیۡرࣱ,20.96,21.6,
93,4,3,لَّكَ,21.84,21.92,
93,4,4,مِنَ,22.32,22.4,
93,4,5,ٱلۡأُولَىٰ,22.88,24.4,
93,5,1,وَلَسَوۡفَ,26.08,26.8,
93,5,2,یُعۡطِیكَ,27.12,28.08,
93,5,3,رَبُّكَ,28.32,28.96,
93,5,4,فَتَرۡضَىٰۤ,29.12,30.08,
93,6,1,أَلَمۡ,32.32,32.4,
93,6,2,یَجِدۡكَ,32.56,33.68,
93,6,3,یَتِیمࣰا,33.84,34.64,
93,6,4,فَءَاوَىٰ,35.92,37.84,
93,7,1,وَوَجَدَكَ,39.84,40.8,
93,7,2,ضَاۤلࣰّا,41.04,44.24,
93,7,3,فَهَدَىٰ,45.2,46.0,
93,8,1,وَوَجَدَكَ,47.6,48.56,
93,8,2,عَاۤئِلࣰا,48.8,51.28,
93,8,3,فَأَغۡنَىٰ,52.24,53.12,
93,9,1,فَأَمَّا,54.96,55.44,
93,9,2,ٱلۡیَتِیمَ,56.64,57.36,
93,9,3,فَلَا,57.6,57.68,
93,9,4,تَقۡهَرۡ,58.24,58.8,
93,10,1,وَأَمَّا,60.4,60.96,
93,10,2,ٱلسَّاۤئِلَ,62.24,64.48,
93,10,3,فَلَا,64.88,64.96,
93,10,4,تَنۡهَرۡ,65.52,66.08,
93,11,1,وَأَمَّا,67.52,68.08,
93,11,2,بِنِعۡمَةِ,69.12,70.0,
93,11,3,رَبِّكَ,70.32,70.96,
93,11,4,فَحَدِّثۡ,71.12,72.08,
