surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
95,1,1,وَٱلتِّینِ,6.72,7.6,
95,1,2,وَٱلزَّیۡتُونِ,7.92,9.2,
95,2,1,وَطُورِ,11.76,12.4,
95,2,2,سِینِینَ,12.64,13.6,
95,3,1,وَهَـٰذَا,15.84,15.92,
95,3,2,ٱلۡبَلَدِ,16.8,17.44,
95,3,3,ٱلۡأَمِینِ,17.6,18.32,
95,4,1,لَقَدۡ,20.48,20.56,
95,4,2,خَلَقۡنَا,21.12,21.92,
95,4,3,ٱلۡإِنسَـٰنَ,22.24,22.72,
95,4,4,فِیۤ,23.28,24.16,
95,4,5,أَحۡسَنِ,26.08,26.56,
95,4,6,تَقۡوِیمࣲ,26.96,28.16,
95,5,1,ثُمَّ,30.32,30.4,
95,5,2,رَدَدۡنَـٰهُ,31.6,32.72,
95,5,3,أَسۡفَلَ,32.96,33.52,
95,5,4,سَـٰفِلِینَ,33.84,34.88,
95,6,1,إِلَّا,38.32,38.4,
95,6,2,ٱلَّذِینَ,39.04,40.64,
95,6,3,ءَامَنُوا۟,41.84,42.64,
95,6,4,وَعَمِلُوا۟,42.96,43.84,
95,6,5,ٱلصَّـٰلِحَـٰتِ,44.0,45.04,
95,6,6,فَلَهُمۡ,45.36,45.92,
95,6,7,أَجۡرٌ,47.92,48.32,
95,6,8,غَیۡرُ,48.88,49.44,
95,6,9,مَمۡنُونࣲ,49.52,51.52,
95,7,1,فَمَا,53.12,53.44,
95,7,2,یُكَذِّبُكَ,53.52,54.96,
95,7,3,بَعۡدُ,55.12,55.2,
95,7,4,بِٱلدِّینِ,55.76,56.72,
95,8,1,أَلَیۡسَ,59.12,59.76,
95,8,2,ٱللَّهُ,60.08,60.16,
95,8,3,بِأَحۡكَمِ,60.8,61.52,
95,8,4,ٱلۡحَـٰكِمِینَ,62.08,63.04,
