surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
98,1,1,لَمۡ,0.72,0.8,
98,1,2,یَكُنِ,1.36,7.84,
98,1,3,ٱلَّذِینَ,8.08,8.72,
98,1,4,كَفَرُوا۟,8.96,9.68,
98,1,5,مِنۡ,9.92,10.0,
98,1,6,أَهۡلِ,10.24,10.64,
98,1,7,ٱلۡكِتَـٰبِ,10.88,11.52,
98,1,8,وَٱلۡمُشۡرِكِینَ,11.92,14.16,
98,1,9,مُنفَكِّینَ,14.16,15.84,
98,1,10,حَتَّىٰ,16.16,16.56,
98,1,11,تَأۡتِیَهُمُ,17.04,18.08,
98,1,12,ٱلۡبَیِّنَةُ,18.56,19.6,
98,2,1,رَسُولࣱ,21.6,22.0,
98,2,2,مِّنَ,23.36,23.44,
98,2,3,ٱللَّهِ,23.92,24.0,
98,2,4,یَتۡلُوا۟,24.32,25.36,
98,2,5,صُحُفࣰا,25.52,26.4,
98,2,6,مُّطَهَّرَةࣰ,27.28,28.64,
98,3,1,فِیهَا,29.76,30.32,
98,3,2,كُتُبࣱ,30.64,31.28,
98,3,3,قَیِّمَةࣱ,32.48,33.52,
98,4,1,وَمَا,34.88,34.96,
98,4,2,تَفَرَّقَ,35.44,36.4,
98,4,3,ٱلَّذِینَ,36.72,37.36,
98,4,4,أُوتُوا۟,37.6,39.6,
98,4,5,ٱلۡكِتَـٰبَ,39.84,40.48,
98,4,6,إِلَّا,40.8,40.88,
98,4,7,مِنۢ,41.68,41.76,
98,4,8,بَعۡدِ,42.96,43.04,
98,4,9,مَا,43.68,43.76,
98,4,10,جَاۤءَتۡهُمُ,44.16,47.04,
98,4,11,ٱلۡبَیِّنَةُ,47.6,48.64,
98,5,1,وَمَاۤ,51.12,51.2,
98,5,2,أُمِرُوۤا۟,53.68,54.56,
98,5,3,إِلَّا,56.4,56.48,
98,5,4,لِیَعۡبُدُوا۟,57.12,58.32,
98,5,5,ٱللَّهَ,58.4,58.48,
98,5,6,مُخۡلِصِینَ,59.12,60.24,
98,5,7,لَهُ,60.4,60.48,
98,5,8,ٱلدِّینَ,61.04,61.52,
98,5,9,حُنَفَاۤءَ,61.76,64.8,
98,5,10,وَیُقِیمُوا۟,65.2,66.32,
98,5,11,ٱلصَّلَوٰةَ,66.48,67.28,
98,5,12,وَیُؤۡتُوا۟,67.52,68.4,
98,5,13,ٱلزَّكَوٰةَۚ,68.56,70.24,
98,5,14,وَذَ,71.92,72.16,
98,5,15,ٰلِكَ,72.64,72.72,
98,5,16,دِینُ,72.96,73.44,
98,5,17,ٱلۡقَیِّمَةِ,73.84,74.64,
98,6,1,إِنَّ,76.96,77.04,
98,6,2,ٱلَّذِینَ,77.92,78.56,
98,6,3,كَفَرُوا۟,78.8,79.52,
98,6,4,مِنۡ,79.68,79.76,
98,6,5,أَهۡلِ,80.0,80.4,
98,6,6,ٱلۡكِتَـٰبِ,80.72,81.36,
98,6,7,وَٱلۡمُشۡرِكِینَ,81.68,83.2,
98,6,8,فِی,83.44,83.92,
98,6,9,نَارِ,83.92,84.32,
98,6,10,جَهَنَّمَ,84.56,86.16,
98,6,11,خَـٰلِدِینَ,86.4,87.52,
98,6,12,فِیهَاۤۚ,87.76,88.32,
98,6,13,أُو۟لَـٰۤئِكَ,90.08,92.96,
98,6,14,هُمۡ,93.2,93.44,
98,6,15,شَرُّ,93.68,93.76,
98,6,16,ٱلۡبَرِیَّةِ,94.56,97.28,
98,7,1,إِنَّ,99.2,99.28,
98,7,2,ٱلَّذِینَ,100.56,101.28,
98,7,3,ءَامَنُوا۟,101.6,103.84,
98,7,4,وَعَمِلُوا۟,104.08,104.96,
98,7,5,ٱلصَّـٰلِحَـٰتِ,105.04,105.84,
98,7,6,أُو۟لَـٰۤئِكَ,106.56,109.2,
98,7,7,هُمۡ,109.36,109.6,
98,7,8,خَیۡرُ,109.84,110.4,
98,7,9,ٱلۡبَرِیَّةِ,110.72,113.36,
98,8,1,جَزَاۤؤُهُمۡ,115.92,118.64,
98,8,2,عِندَ,119.04,119.12,
98,8,3,رَبِّهِمۡ,120.48,121.2,
98,8,4,جَنَّـٰتُ,121.6,123.28,
98,8,5,عَدۡنࣲ,123.52,124.32,
98,8,6,تَجۡرِی,125.28,126.0,
98,8,7,مِن,126.32,126.4,
98,8,8,تَحۡتِهَا,127.2,128.0,
98,8,9,ٱلۡأَنۡهَـٰرُ,128.24,128.8,
98,8,10,خَـٰلِدِینَ,129.36,130.48,
98,8,11,فِیهَاۤ,130.72,131.36,
98,8,12,أَبَدࣰاۖ,133.44,134.24,
98,8,13,رَّضِیَ,135.84,136.4,
98,8,14,ٱللَّهُ,136.64,136.72,
98,8,15,عَنۡهُمۡ,137.28,137.84,
98,8,16,وَرَضُوا۟,138.16,138.96,
98,8,17,عَنۡهُۚ,139.12,139.52,
98,8,18,ذَ,141.36,141.44,
98,8,19,ٰلِكَ,141.92,142.0,
98,8,20,لِمَنۡ,142.24,142.72,
98,8,21,خَشِیَ,142.88,143.44,
98,8,22,رَبَّهُۥ,143.6,144.32,
