surah,ayah,start_s,end_s,source
100,1,6.96,9.52,aligned
100,2,10.96,13.6,aligned
100,3,15.2,17.84,aligned
100,4,19.12,21.84,aligned
100,5,22.96,25.52,aligned
100,6,27.6,33.92,aligned
100,7,36.08,41.52,aligned
100,8,43.04,47.68,aligned
100,9,50.24,58.24,aligned
100,10,58.88,63.76,aligned
100,11,64.56,73.209,aligned
