surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
102,1,1,أَلۡهَىٰكُمُ,2.4,8.08,
102,1,2,ٱلتَّكَاثُرُ,8.56,9.36,
102,2,1,حَتَّىٰ,10.64,11.04,
102,2,2,زُرۡتُمُ,11.44,12.32,
102,2,3,ٱلۡمَقَابِرَ,12.56,13.28,
102,3,1,كَلَّا,14.64,15.28,
102,3,2,سَوۡفَ,15.52,15.6,
102,3,3,تَعۡلَمُونَ,16.24,17.28,
102,4,1,ثُمَّ,19.68,19.76,
102,4,2,كَلَّا,21.12,21.68,
102,4,3,سَوۡفَ,21.92,22.0,
102,4,4,تَعۡلَمُونَ,22.64,24.64,
102,5,1,كَلَّا,26.0,26.64,
102,5,2,لَوۡ,26.8,26.88,
102,5,3,تَعۡلَمُونَ,27.28,28.24,
102,5,4,عِلۡمَ,28.48,28.56,
102,5,5,ٱلۡیَقِینِ,29.28,30.16,
102,6,1,لَتَرَوُنَّ,32.64,33.84,
102,6,2,ٱلۡجَحِیمَ,34.88,35.84,
102,7,1,ثُمَّ,38.16,38.24,
102,7,2,لَتَرَوُنَّهَا,39.52,41.76,
102,7,3,عَیۡنَ,42.08,42.56,
102,7,4,ٱلۡیَقِینِ,42.8,43.84,
102,8,1,ثُمَّ,46.48,46.56,
102,8,2,لَتُسۡءَلُنَّ,47.84,49.36,
102,8,3,یَوۡمَئِذٍ,50.0,51.36,
102,8,4,عَنِ,51.68,51.76,
102,8,5,ٱلنَّعِیمِ,52.88,53.76,
