surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
110,1,1,إِذَا,0.16,0.48,
110,1,2,جَاۤءَ,0.64,2.96,
110,1,3,نَصۡرُ,3.28,3.6,
110,1,4,ٱللَّهِ,4.0,4.08,
110,1,5,وَٱلۡفَتۡحُ,4.56,4.96,
110,2,1,وَرَأَیۡتَ,5.84,6.72,
110,2,2,ٱلنَّاسَ,7.12,7.2,
110,2,3,یَدۡخُلُونَ,7.92,8.88,
110,2,4,فِی,8.96,9.12,
110,2,5,دِینِ,9.36,9.76,
110,2,6,ٱللَّهِ,10.0,10.08,
110,2,7,أَفۡوَاجࣰا,10.56,11.6,
110,3,1,فَسَبِّحۡ,12.08,12.88,
110,3,2,بِحَمۡدِ,13.04,13.6,
110,3,3,رَبِّكَ,13.84,14.48,
110,3,4,وَٱسۡتَغۡفِرۡهُۚ,14.56,15.84,
110,3,5,إِنَّهُۥ,16.08,17.28,
110,3,6,كَانَ,17.6,17.68,
110,3,7,تَوَّابَۢا,18.24,19.04,
