surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
113,1,1,قُلۡ,0.0,0.08,
113,1,2,أَعُوذُ,0.4,0.88,
113,1,3,بِرَبِّ,1.04,1.44,
113,1,4,ٱلۡفَلَقِ,1.76,2.32,
113,2,1,مِن,2.88,2.96,
113,2,2,شَرِّ,3.68,3.76,
113,2,3,مَا,4.32,4.4,
113,2,4,خَلَقَ,4.56,4.64,
113,3,1,وَمِن,5.68,5.76,
113,3,2,شَرِّ,6.8,6.88,
113,3,3,غَاسِقٍ,7.36,8.0,
113,3,4,إِذَا,8.32,8.64,
113,3,5,وَقَبَ,8.8,9.36,
113,4,1,وَمِن,9.84,9.92,
113,4,2,شَرِّ,10.56,10.64,
113,4,3,ٱلنَّفَّـٰثَـٰتِ,11.6,12.88,
113,4,4,فِی,13.12,13.28,
113,4,5,ٱلۡعُقَدِ,13.44,13.84,
113,5,1,وَمِن,14.72,14.8,
113,5,2,شَرِّ,16.0,16.08,
113,5,3,حَاسِدٍ,16.72,17.52,
113,5,4,إِذَا,17.92,18.24,
113,5,5,حَسَدَ,18.48,19.2,
