surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
60,1,1,یَـٰۤأَیُّهَا,1.12,10.72,
60,1,2,ٱلَّذِینَ,10.88,12.4,
60,1,3,ءَامَنُوا۟,13.36,14.16,
60,1,4,لَا,14.4,14.48,
60,1,5,تَتَّخِذُوا۟,14.72,15.84,
60,1,6,عَدُوِّی,15.92,16.72,
60,1,7,وَعَدُوَّكُمۡ,16.96,18.0,
60,1,8,أَوۡلِیَاۤءَ,20.48,22.96,
60,1,9,تُلۡقُونَ,23.2,24.08,
60,1,10,إِلَیۡهِم,26.08,29.92,
60,1,11,بِٱلۡمَوَدَّةِ,30.8,32.08,
60,1,12,وَقَدۡ,32.24,32.32,
60,1,13,كَفَرُوا۟,32.72,33.36,
60,1,14,بِمَا,33.6,33.68,
60,1,15,جَاۤءَكُم,34.16,36.72,
60,1,16,مِّنَ,37.6,37.68,
60,1,17,ٱلۡحَقِّ,38.16,38.56,
60,1,18,یُخۡرِجُونَ,38.72,41.92,
60,1,19,ٱلرَّسُولَ,42.16,42.56,
60,1,20,وَإِیَّاكُمۡ,43.12,44.08,
60,1,21,أَن,46.64,46.72,
60,1,22,تُؤۡمِنُوا۟,47.52,48.48,
60,1,23,بِٱللَّهِ,48.64,48.72,
60,1,24,رَبِّكُمۡ,49.52,50.16,
60,1,25,إِن,52.0,52.08,
60,1,26,كُنتُمۡ,53.04,54.8,
60,1,27,خَرَجۡتُمۡ,54.96,55.84,
60,1,28,جِهَـٰدࣰا,55.92,62.32,
60,1,29,فِی,64.8,65.52,
60,1,30,سَبِیلِی,65.76,68.88,
60,1,31,وَٱبۡتِغَاۤءَ,69.12,71.6,
60,1,32,مَرۡضَاتِیۚ,71.92,72.88,
60,1,33,تُسِرُّونَ,74.96,76.08,
60,1,34,إِلَیۡهِم,76.24,76.96,
60,1,35,بِٱلۡمَوَدَّةِ,78.08,79.28,
60,1,36,وَأَنَا۠,79.52,80.0,
60,1,37,أَعۡلَمُ,82.0,82.32,
60,1,38,بِمَاۤ,82.88,82.96,
60,1,39,أَخۡفَیۡتُمۡ,84.64,85.76,
60,1,40,وَمَاۤ,85.92,86.0,
60,1,41,أَعۡلَنتُمۡۚ,88.08,91.68,
60,1,42,وَمَن,91.68,91.76,
60,1,43,یَفۡعَلۡهُ,91.76,93.12,
60,1,44,مِنكُمۡ,93.76,94.88,
60,1,45,فَقَدۡ,95.2,95.28,
60,1,46,ضَلَّ,95.76,96.16,
60,1,47,سَوَاۤءَ,96.48,98.88,
60,1,48,ٱلسَّبِیلِ,99.2,100.0,
