surah,ayah,start_s,end_s,source
60,1,0.88,66.56,aligned
60,2,67.28,83.84,aligned
60,3,85.28,99.2,aligned
60,4,99.76,156.88,aligned
60,5,158.64,170.48,aligned
60,6,171.12,186.56,aligned
60,7,188.4,203.92,aligned
60,8,204.0,228.88,aligned
60,9,228.96,258.8,aligned
60,10,259.04,334.64,aligned
60,11,335.28,363.68,aligned
60,12,364.0,413.04,aligned
60,13,413.2,433.458,aligned
