audio_path,reciter_id,surah,ayah,source_url,sha256,language
/Users/atlantic/Developer/quran-audio-data/samples/audio/yasser_ad-dussary_056.mp3,yasser_ad-dussary,56,,https://download.quranicaudio.com/quran/yasser_ad-dussary/056.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/sa3ood_al-shuraym_056.mp3,sa3ood_al-shuraym,56,,https://download.quranicaudio.com/quran/sa3ood_al-shuraym/056.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdurrahmaan_as-sudays_056.mp3,abdurrahmaan_as-sudays,56,,https://download.quranicaudio.com/quran/abdurrahmaan_as-sudays/056.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_056.mp3,abdulbaset_warsh,56,,https://download.quranicaudio.com/quran/abdulbaset_warsh/056.mp3,,ar
