surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
114,1,1,قُلۡ,0.0,0.08,
114,1,2,أَعُوذُ,0.48,0.96,
114,1,3,بِرَبِّ,1.12,1.6,
114,1,4,ٱلنَّاسِ,2.16,2.24,
114,2,1,مَلِكِ,6.32,6.88,
114,2,2,ٱلنَّاسِ,7.52,7.6,
114,3,1,إِلَـٰهِ,11.12,11.76,
114,3,2,ٱلنَّاسِ,12.64,12.72,
114,4,1,مِن,15.2,15.28,
114,4,2,شَرِّ,16.56,16.64,
114,4,3,ٱلۡوَسۡوَاسِ,17.36,18.32,
114,4,4,ٱلۡخَنَّاسِ,18.64,20.0,
114,5,1,ٱلَّذِی,22.88,23.36,
114,5,2,یُوَسۡوِسُ,23.44,24.32,
114,5,3,فِی,24.56,24.72,
114,5,4,صُدُورِ,24.88,25.52,
114,5,5,ٱلنَّاسِ,25.92,26.0,
114,6,1,مِنَ,29.12,29.2,
114,6,2,ٱلۡجِنَّةِ,29.68,30.56,
114,6,3,وَٱلنَّاسِ,30.88,32.24,
