surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
89,1,1,وَٱلۡفَجۡرِ,0.16,0.72,
89,2,1,وَلَیَالٍ,1.04,1.76,
89,2,2,عَشۡرࣲ,2.24,2.72,
89,3,1,وَٱلشَّفۡعِ,3.6,4.24,
89,3,2,وَٱلۡوَتۡرِ,4.64,5.44,
89,4,1,وَٱلَّیۡلِ,5.92,6.64,
89,4,2,إِذَا,6.8,7.12,
89,4,3,یَسۡرِ,7.28,7.68,
89,5,1,هَلۡ,8.24,8.32,
89,5,2,فِی,8.56,8.88,
89,5,3,ذَ,8.96,9.04,
89,5,4,ٰلِكَ,9.36,9.44,
89,5,5,قَسَمࣱ,9.6,10.32,
89,5,6,لِّذِی,10.4,10.88,
89,5,7,حِجۡرٍ,10.96,11.36,
89,6,1,أَلَمۡ,12.0,12.08,
89,6,2,تَرَ,12.56,12.8,
89,6,3,كَیۡفَ,12.96,13.84,
89,6,4,فَعَلَ,13.92,14.0,
89,6,5,رَبُّكَ,14.16,14.72,
89,6,6,بِعَادٍ,14.88,15.76,
89,7,1,إِرَمَ,16.56,17.04,
89,7,2,ذَاتِ,17.2,17.68,
89,7,3,ٱلۡعِمَادِ,17.92,18.72,
89,8,1,ٱلَّتِی,20.16,20.64,
89,8,2,لَمۡ,20.8,20.88,
89,8,3,یُخۡلَقۡ,21.04,21.84,
89,8,4,مِثۡلُهَا,22.0,22.72,
89,8,5,فِی,22.88,23.28,
89,8,6,ٱلۡبِلَـٰدِ,23.28,24.0,
89,9,1,وَثَمُودَ,25.44,26.24,
89,9,2,ٱلَّذِینَ,26.24,26.96,
89,9,3,جَابُوا۟,27.2,27.84,
89,9,4,ٱلصَّخۡرَ,27.92,28.32,
89,9,5,بِٱلۡوَادِ,28.56,29.52,
89,10,1,وَفِرۡعَوۡنَ,30.64,31.52,
89,10,2,ذِی,31.76,32.0,
89,10,3,ٱلۡأَوۡتَادِ,32.08,32.88,
