surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
99,1,1,إِذَا,0.08,0.4,
99,1,2,زُلۡزِلَتِ,0.56,1.44,
99,1,3,ٱلۡأَرۡضُ,1.68,2.08,
99,1,4,زِلۡزَالَهَا,2.32,3.52,
99,2,1,وَأَخۡرَجَتِ,4.24,5.2,
99,2,2,ٱلۡأَرۡضُ,5.44,5.92,
99,2,3,أَثۡقَالَهَا,6.08,7.2,
99,3,1,وَقَالَ,7.92,8.0,
99,3,2,ٱلۡإِنسَـٰنُ,9.04,11.36,
99,3,3,مَا,12.0,12.08,
99,3,4,لَهَا,12.48,12.56,
99,4,1,یَوۡمَئِذࣲ,15.76,19.76,
99,4,2,تُحَدِّثُ,20.24,20.64,
99,4,3,أَخۡبَارَهَا,21.36,22.4,
99,5,1,بِأَنَّ,22.72,23.36,
99,5,2,رَبَّكَ,24.08,24.72,
99,5,3,أَوۡحَىٰ,24.88,25.6,
99,5,4,لَهَا,25.84,25.92,
99,6,1,یَوۡمَئِذࣲ,26.8,32.96,
99,6,2,یَصۡدُرُ,33.44,34.88,
99,6,3,ٱلنَّاسُ,35.44,35.52,
99,6,4,أَشۡتَاتࣰا,36.24,37.2,
99,6,5,لِّیُرَوۡا۟,37.28,38.08,
99,6,6,أَعۡمَـٰلَهُمۡ,38.32,39.28,
99,7,1,فَمَن,39.92,40.32,
99,7,2,یَعۡمَلۡ,40.48,42.16,
99,7,3,مِثۡقَالَ,42.64,43.44,
99,7,4,ذَرَّةٍ,43.6,44.24,
99,7,5,خَیۡرࣰا,44.56,45.12,
99,7,6,یَرَهُۥ,45.12,46.8,
99,8,1,وَمَن,47.36,47.44,
99,8,2,یَعۡمَلۡ,48.64,49.2,
99,8,3,مِثۡقَالَ,49.52,50.4,
99,8,4,ذَرَّةࣲ,50.64,51.76,
99,8,5,شَرࣰّا,52.24,52.96,
99,8,6,یَرَهُۥ,52.96,55.12,
