surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
93,1,1,وَٱلضُّحَىٰ,0.16,1.04,
93,2,1,وَٱلَّیۡلِ,1.52,2.24,
93,2,2,إِذَا,2.48,2.72,
93,2,3,سَجَىٰ,2.96,3.52,
93,3,1,مَا,4.0,4.08,
93,3,2,وَدَّعَكَ,4.32,5.2,
93,3,3,رَبُّكَ,5.36,5.92,
93,3,4,وَمَا,6.08,6.16,
93,3,5,قَلَىٰ,6.64,7.04,
93,4,1,وَلَلۡءَاخِرَةُ,7.6,8.8,
93,4,2,خَیۡرࣱ,9.04,9.52,
93,4,3,لَّكَ,9.68,9.76,
93,4,4,مِنَ,10.16,10.24,
93,4,5,ٱلۡأُولَىٰ,10.64,11.2,
93,5,1,وَلَسَوۡفَ,11.68,12.4,
93,5,2,یُعۡطِیكَ,12.48,13.52,
93,5,3,رَبُّكَ,13.68,14.24,
93,5,4,فَتَرۡضَىٰۤ,14.4,15.28,
93,6,1,أَلَمۡ,15.68,15.76,
93,6,2,یَجِدۡكَ,15.92,16.96,
93,6,3,یَتِیمࣰا,17.12,18.0,
93,6,4,فَءَاوَىٰ,18.88,19.6,
93,7,1,وَوَجَدَكَ,20.32,21.28,
93,7,2,ضَاۤلࣰّا,21.44,24.4,
93,7,3,فَهَدَىٰ,25.04,25.84,
93,8,1,وَوَجَدَكَ,26.56,27.52,
93,8,2,عَاۤئِلࣰا,27.76,30.56,
93,8,3,فَأَغۡنَىٰ,31.28,32.16,
93,9,1,فَأَمَّا,32.88,33.36,
93,9,2,ٱلۡیَتِیمَ,34.08,34.72,
93,9,3,فَلَا,34.88,34.96,
93,9,4,تَقۡهَرۡ,35.52,36.08,
93,10,1,وَأَمَّا,36.8,37.2,
93,10,2,ٱلسَّاۤئِلَ,37.76,39.68,
93,10,3,فَلَا,40.08,40.16,
93,10,4,تَنۡهَرۡ,40.64,41.2,
93,11,1,وَأَمَّا,41.84,42.4,
93,11,2,بِنِعۡمَةِ,43.44,44.16,
93,11,3,رَبِّكَ,44.56,45.12,
93,11,4,فَحَدِّثۡ,45.28,46.32,
