surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
92,1,1,وَٱلَّیۡلِ,0.16,0.88,
92,1,2,إِذَا,0.96,1.28,
92,1,3,یَغۡشَىٰ,1.28,2.0,
92,2,1,وَٱلنَّهَارِ,2.4,3.76,
92,2,2,إِذَا,4.24,4.64,
92,2,3,تَجَلَّىٰ,4.8,5.52,
92,3,1,وَمَا,5.76,5.84,
92,3,2,خَلَقَ,6.24,6.32,
92,3,3,ٱلذَّكَرَ,6.88,7.28,
92,3,4,وَٱلۡأُنثَىٰۤ,7.68,9.44,
92,4,1,إِنَّ,10.24,10.32,
92,4,2,سَعۡیَكُمۡ,10.96,11.68,
92,4,3,لَشَتَّىٰ,11.92,12.4,
92,5,1,فَأَمَّا,13.28,13.84,
92,5,2,مَنۡ,14.4,14.48,
92,5,3,أَعۡطَىٰ,14.88,15.44,
92,5,4,وَٱتَّقَىٰ,15.6,16.24,
92,6,1,وَصَدَّقَ,16.56,17.04,
92,6,2,بِٱلۡحُسۡنَىٰ,17.36,18.4,
92,7,1,فَسَنُیَسِّرُهُۥ,18.48,20.0,
92,7,2,لِلۡیُسۡرَىٰ,20.16,21.2,
92,8,1,وَأَمَّا,22.0,22.56,
92,8,2,مَنۢ,23.04,23.12,
92,8,3,بَخِلَ,24.0,24.4,
92,8,4,وَٱسۡتَغۡنَىٰ,24.8,25.52,
92,9,1,وَكَذَّبَ,25.84,26.4,
92,9,2,بِٱلۡحُسۡنَىٰ,26.72,27.76,
92,10,1,فَسَنُیَسِّرُهُۥ,27.84,29.36,
92,10,2,لِلۡعُسۡرَىٰ,29.52,30.56,
92,11,1,وَمَا,31.2,31.28,
92,11,2,یُغۡنِی,31.44,32.32,
92,11,3,عَنۡهُ,32.48,32.8,
92,11,4,مَالُهُۥۤ,32.96,33.6,
92,11,5,إِذَا,34.64,35.04,
92,11,6,تَرَدَّىٰۤ,35.28,35.84,
92,12,1,إِنَّ,36.72,36.8,
92,12,2,عَلَیۡنَا,37.84,38.4,
92,12,3,لَلۡهُدَىٰ,38.64,39.44,
92,13,1,وَإِنَّ,40.08,40.56,
92,13,2,لَنَا,40.96,41.04,
92,13,3,لَلۡءَاخِرَةَ,41.52,42.8,
92,13,4,وَٱلۡأُولَىٰ,42.96,43.84,
92,14,1,فَأَنذَرۡتُكُمۡ,54.32,56.0,
92,14,2,نَارࣰا,56.32,57.12,
92,14,3,تَلَظَّىٰ,58.0,58.88,
92,15,1,لَا,59.04,59.12,
92,15,2,یَصۡلَىٰهَاۤ,59.12,60.32,
92,15,3,إِلَّا,61.36,61.44,
92,15,4,ٱلۡأَشۡقَى,62.0,62.56,
92,16,1,ٱلَّذِی,62.72,63.68,
92,16,2,كَذَّبَ,64.08,64.48,
92,16,3,وَتَوَلَّىٰ,64.96,65.84,
92,17,1,وَسَیُجَنَّبُهَا,66.4,68.16,
92,17,2,ٱلۡأَتۡقَى,68.32,68.88,
92,18,1,ٱلَّذِی,68.96,69.28,
92,18,2,یُؤۡتِی,69.68,70.32,
92,18,3,مَالَهُۥ,70.48,71.12,
92,18,4,یَتَزَكَّىٰ,71.12,72.4,
92,19,1,وَمَا,72.96,73.04,
92,19,2,لِأَحَدٍ,73.44,74.0,
92,19,3,عِندَهُۥ,74.48,75.68,
92,19,4,مِن,76.0,76.08,
92,19,5,نِّعۡمَةࣲ,76.8,77.36,
92,19,6,تُجۡزَىٰۤ,78.16,78.8,
92,20,1,إِلَّا,79.44,79.52,
92,20,2,ٱبۡتِغَاۤءَ,79.92,82.64,
92,20,3,وَجۡهِ,82.88,82.96,
92,20,4,رَبِّهِ,83.52,84.08,
92,20,5,ٱلۡأَعۡلَىٰ,84.32,85.04,
92,21,1,وَلَسَوۡفَ,85.6,86.4,
92,21,2,یَرۡضَىٰ,86.8,87.6,
