surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
102,1,1,أَلۡهَىٰكُمُ,0.16,1.04,
102,1,2,ٱلتَّكَاثُرُ,1.52,2.4,
102,2,1,حَتَّىٰ,3.04,3.36,
102,2,2,زُرۡتُمُ,3.76,4.56,
102,2,3,ٱلۡمَقَابِرَ,4.8,5.6,
102,3,1,كَلَّا,6.4,6.88,
102,3,2,سَوۡفَ,7.28,7.36,
102,3,3,تَعۡلَمُونَ,8.0,8.96,
102,4,1,ثُمَّ,11.6,11.68,
102,4,2,كَلَّا,12.4,12.88,
102,4,3,سَوۡفَ,13.36,13.44,
102,4,4,تَعۡلَمُونَ,14.08,14.96,
102,5,1,كَلَّا,17.12,17.6,
102,5,2,لَوۡ,18.0,18.08,
102,5,3,تَعۡلَمُونَ,18.56,19.36,
102,5,4,عِلۡمَ,19.68,19.76,
102,5,5,ٱلۡیَقِینِ,20.32,21.12,
102,6,1,لَتَرَوُنَّ,22.8,23.92,
102,6,2,ٱلۡجَحِیمَ,24.88,25.68,
102,7,1,ثُمَّ,26.48,26.56,
102,7,2,لَتَرَوُنَّهَا,27.2,28.88,
102,7,3,عَیۡنَ,29.36,29.84,
102,7,4,ٱلۡیَقِینِ,30.16,30.96,
102,8,1,ثُمَّ,32.8,32.88,
102,8,2,لَتُسۡءَلُنَّ,33.52,34.88,
102,8,3,یَوۡمَئِذٍ,35.2,36.72,
102,8,4,عَنِ,37.12,37.2,
102,8,5,ٱلنَّعِیمِ,38.0,38.72,
