surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
91,1,1,وَٱلشَّمۡسِ,0.16,0.64,
91,1,2,وَضُحَىٰهَا,0.96,1.92,
91,2,1,وَٱلۡقَمَرِ,2.48,3.12,
91,2,2,إِذَا,3.44,3.84,
91,2,3,تَلَىٰهَا,4.0,4.72,
91,3,1,وَٱلنَّهَارِ,5.36,6.24,
91,3,2,إِذَا,6.72,7.04,
91,3,3,جَلَّىٰهَا,7.28,8.16,
91,4,1,وَٱلَّیۡلِ,8.72,9.52,
91,4,2,إِذَا,9.68,10.0,
91,4,3,یَغۡشَىٰهَا,10.0,11.2,
91,5,1,وَٱلسَّمَاۤءِ,11.76,13.76,
91,5,2,وَمَا,14.0,14.08,
91,5,3,بَنَىٰهَا,14.56,15.28,
91,6,1,وَٱلۡأَرۡضِ,15.84,16.64,
91,6,2,وَمَا,16.8,16.88,
91,6,3,طَحَىٰهَا,17.36,18.08,
91,7,1,وَنَفۡسࣲ,18.64,19.36,
91,7,2,وَمَا,20.24,20.32,
91,7,3,سَوَّىٰهَا,20.88,21.76,
91,8,1,فَأَلۡهَمَهَا,22.0,23.2,
91,8,2,فُجُورَهَا,23.36,24.32,
91,8,3,وَتَقۡوَىٰهَا,24.56,25.68,
91,9,1,قَدۡ,26.32,26.4,
91,9,2,أَفۡلَحَ,26.72,27.44,
91,9,3,مَن,27.6,27.68,
91,9,4,زَكَّىٰهَا,28.48,29.44,
91,10,1,وَقَدۡ,30.08,30.16,
91,10,2,خَابَ,30.64,31.04,
91,10,3,مَن,31.28,31.36,
91,10,4,دَسَّىٰهَا,32.0,32.88,
91,11,1,كَذَّبَتۡ,33.52,34.24,
91,11,2,ثَمُودُ,34.4,35.04,
91,11,3,بِطَغۡوَىٰهَاۤ,35.2,36.4,
91,12,1,إِذِ,36.8,37.12,
91,12,2,ٱنۢبَعَثَ,37.36,38.48,
91,12,3,أَشۡقَىٰهَا,38.72,39.52,
91,13,1,فَقَالَ,40.08,40.16,
91,13,2,لَهُمۡ,40.88,40.96,
91,13,3,رَسُولُ,41.68,41.76,
91,13,4,ٱللَّهِ,42.32,42.4,
91,13,5,نَاقَةَ,42.88,43.6,
91,13,6,ٱللَّهِ,43.84,43.92,
91,13,7,وَسُقۡیَـٰهَا,44.4,45.6,
91,14,1,فَكَذَّبُوهُ,46.08,47.36,
91,14,2,فَعَقَرُوهَا,47.44,48.64,
91,14,3,فَدَمۡدَمَ,49.04,49.92,
91,14,4,عَلَیۡهِمۡ,50.08,50.72,
91,14,5,رَبُّهُم,50.88,51.6,
91,14,6,بِذَنۢبِهِمۡ,52.24,53.52,
91,14,7,فَسَوَّىٰهَا,53.84,55.04,
91,15,1,وَلَا,55.92,56.0,
91,15,2,یَخَافُ,56.24,57.2,
91,15,3,عُقۡبَـٰهَا,57.44,58.56,
