surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
96,1,1,ٱقۡرَأۡ,0.08,0.64,
96,1,2,بِٱسۡمِ,0.8,1.28,
96,1,3,رَبِّكَ,1.36,1.92,
96,1,4,ٱلَّذِی,2.08,2.4,
96,1,5,خَلَقَ,2.72,2.8,
96,2,1,خَلَقَ,3.68,3.76,
96,2,2,ٱلۡإِنسَـٰنَ,4.48,5.52,
96,2,3,مِنۡ,5.76,5.84,
96,2,4,عَلَقٍ,6.16,6.64,
96,3,1,ٱقۡرَأۡ,6.96,7.44,
96,3,2,وَرَبُّكَ,7.76,8.48,
96,3,3,ٱلۡأَكۡرَمُ,8.72,9.44,
96,4,1,ٱلَّذِی,10.0,10.4,
96,4,2,عَلَّمَ,10.56,10.64,
96,4,3,بِٱلۡقَلَمِ,11.28,12.16,
96,5,1,عَلَّمَ,12.56,12.64,
96,5,2,ٱلۡإِنسَـٰنَ,13.44,14.64,
96,5,3,مَا,14.88,14.96,
96,5,4,لَمۡ,15.2,15.28,
96,5,5,یَعۡلَمۡ,15.28,15.84,
96,6,1,كَلَّاۤ,16.64,17.12,
96,6,2,إِنَّ,18.64,18.72,
96,6,3,ٱلۡإِنسَـٰنَ,19.76,20.96,
96,6,4,لَیَطۡغَىٰۤ,21.44,22.48,
96,7,1,أَن,22.88,22.96,
96,7,2,رَّءَاهُ,23.2,23.76,
96,7,3,ٱسۡتَغۡنَىٰۤ,23.92,24.64,
96,8,1,إِنَّ,25.36,25.44,
96,8,2,إِلَىٰ,26.32,26.72,
96,8,3,رَبِّكَ,26.88,27.44,
96,8,4,ٱلرُّجۡعَىٰۤ,27.68,28.48,
96,9,1,أَرَءَیۡتَ,28.96,29.76,
96,9,2,ٱلَّذِی,29.92,30.24,
96,9,3,یَنۡهَىٰ,30.32,31.2,
96,10,1,عَبۡدًا,31.76,32.4,
96,10,2,إِذَا,32.64,32.96,
96,10,3,صَلَّىٰۤ,33.12,33.68,
96,11,1,أَرَءَیۡتَ,34.16,34.96,
96,11,2,إِن,35.12,35.2,
96,11,3,كَانَ,35.92,36.0,
96,11,4,عَلَى,36.56,36.64,
96,11,5,ٱلۡهُدَىٰۤ,36.96,37.36,
96,12,1,أَوۡ,38.0,38.08,
96,12,2,أَمَرَ,38.32,38.48,
96,12,3,بِٱلتَّقۡوَىٰۤ,38.96,39.76,
96,13,1,أَرَءَیۡتَ,40.32,41.12,
96,13,2,إِن,41.28,41.36,
96,13,3,كَذَّبَ,42.0,42.4,
96,13,4,وَتَوَلَّىٰۤ,42.88,43.76,
96,14,1,أَلَمۡ,44.24,44.32,
96,14,2,یَعۡلَم,44.48,45.12,
96,14,3,بِأَنَّ,46.32,46.88,
96,14,4,ٱللَّهَ,48.08,48.16,
96,14,5,یَرَىٰ,48.72,49.12,
96,15,1,كَلَّا,49.76,50.24,
96,15,2,لَئِن,50.48,50.88,
96,15,3,لَّمۡ,51.04,51.12,
96,15,4,یَنتَهِ,51.2,52.4,
96,15,5,لَنَسۡفَعَۢا,52.56,53.6,
96,15,6,بِٱلنَّاصِیَةِ,54.08,55.68,
96,16,1,نَاصِیَةࣲ,56.24,58.0,
96,16,2,كَـٰذِبَةٍ,58.16,58.8,
96,16,3,خَاطِئَةࣲ,59.12,60.0,
96,17,1,فَلۡیَدۡعُ,60.32,61.12,
96,17,2,نَادِیَهُۥ,61.28,62.16,
96,18,1,سَنَدۡعُ,62.48,63.12,
96,18,2,ٱلزَّبَانِیَةَ,63.36,64.56,
96,19,1,كَلَّا,65.04,65.52,
96,19,2,لَا,65.84,65.92,
96,19,3,تُطِعۡهُ,66.16,67.04,
96,19,4,وَ̅ٱ̅سۡ̅جُ̅دۡ̅,67.12,67.92,
96,19,5,وَٱقۡتَرِب,68.0,68.96,
96,19,6,۩,69.015,69.973,
