surah,ayah,start_s,end_s,source
1,1,0.48,3.28,aligned
1,2,3.6,10.4,aligned
1,3,10.4,12.08,aligned
1,4,16.32,19.84,aligned
1,5,22.48,29.44,aligned
1,6,29.6,32.0,aligned
1,7,32.24,48.0,aligned
