surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
60,1,1,یَـٰۤأَیُّهَا,0.8,5.52,,native,,existing
60,1,2,ٱلَّذِینَ,5.76,6.32,,native,,existing
60,1,3,ءَامَنُوا۟,6.48,7.28,,native,,existing
60,1,4,لَا,7.44,7.52,,native,,existing
60,1,5,تَتَّخِذُوا۟,7.76,8.8,,native,,existing
60,1,6,عَدُوِّی,8.96,9.76,,native,,existing
60,1,7,وَعَدُوَّكُمۡ,9.92,10.96,,native,,existing
60,1,8,أَوۡلِیَاۤءَ,11.28,14.16,,native,,existing
60,1,9,تُلۡقُونَ,15.36,16.24,,native,,existing
60,1,10,إِلَیۡهِم,16.4,17.04,,native,,existing
60,1,11,بِٱلۡمَوَدَّةِ,17.6,18.72,,native,,existing
60,1,12,وَقَدۡ,18.88,18.96,,native,,existing
60,1,13,كَفَرُوا۟,19.36,20.0,,native,,existing
60,1,14,بِمَا,20.16,20.24,,native,,existing
60,1,15,جَاۤءَكُم,20.72,22.08,,native,,existing
60,1,16,مِّنَ,22.72,22.8,,native,,existing
60,1,17,ٱلۡحَقِّ,23.2,23.6,,native,,existing
60,1,18,یُخۡرِجُونَ,23.92,27.76,,native,,existing
60,1,19,ٱلرَّسُولَ,28.0,28.32,,native,,existing
60,1,20,وَإِیَّاكُمۡ,28.8,29.68,,native,,existing
60,1,21,أَن,30.0,30.08,,native,,existing
60,1,22,تُؤۡمِنُوا۟,30.4,31.2,,native,,existing
60,1,23,بِٱللَّهِ,31.36,31.44,,native,,existing
60,1,24,رَبِّكُمۡ,32.24,32.88,,native,,existing
60,1,25,إِن,33.2,33.28,,native,,existing
60,1,26,كُنتُمۡ,33.68,34.56,,native,,existing
60,1,27,خَرَجۡتُمۡ,34.72,35.52,,native,,existing
60,1,28,جِهَـٰدࣰا,35.6,37.92,,native,,existing
60,1,29,فِی,39.84,40.24,,native,,existing
60,1,30,سَبِیلِی,41.44,42.24,,native,,existing
60,1,31,وَٱبۡتِغَاۤءَ,42.4,44.0,,native,,existing
60,1,32,مَرۡضَاتِیۚ,44.24,45.2,,native,,existing
60,1,33,تُسِرُّونَ,45.92,46.8,,native,,existing
60,1,34,إِلَیۡهِم,47.04,47.76,,native,,existing
60,1,35,بِٱلۡمَوَدَّةِ,48.08,49.2,,native,,existing
60,1,36,وَأَنَا۠,49.44,49.84,,native,,existing
60,1,37,أَعۡلَمُ,49.92,50.24,,native,,existing
60,1,38,بِمَاۤ,50.72,50.8,,native,,existing
60,1,39,أَخۡفَیۡتُمۡ,51.12,52.16,,native,,existing
60,1,40,وَمَاۤ,52.32,52.4,,native,,existing
60,1,41,أَعۡلَنتُمۡۚ,52.8,54.24,,native,,existing
60,1,42,وَمَن,55.84,55.92,,native,,existing
60,1,43,یَفۡعَلۡهُ,56.24,57.12,,native,,existing
60,1,44,مِنكُمۡ,57.68,58.24,,native,,existing
60,1,45,فَقَدۡ,58.56,58.64,,native,,existing
60,1,46,ضَلَّ,59.12,59.52,,native,,existing
60,1,47,سَوَاۤءَ,59.84,61.28,,native,,existing
60,1,48,ٱلسَّبِیلِ,61.6,62.32,,native,,existing
60,2,1,إِن,63.04,63.12,,native,,existing
60,2,2,یَثۡقَفُوكُمۡ,63.36,64.64,,native,,existing
60,2,3,یَكُونُوا۟,64.88,65.6,,native,,existing
60,2,4,لَكُمۡ,65.76,65.84,,native,,existing
60,2,5,أَعۡدَاۤءࣰ,66.24,67.92,,native,,existing
60,2,6,وَیَبۡسُطُوۤا۟,68.8,69.84,,native,,existing
60,2,7,إِلَیۡكُمۡ,69.92,70.56,,native,,existing
60,2,8,أَیۡدِیَهُمۡ,70.72,71.6,,native,,existing
60,2,9,وَأَلۡسِنَتَهُم,71.84,73.04,,native,,existing
60,2,10,بِٱلسُّوۤءِ,73.6,75.36,,native,,existing
60,2,11,وَوَدُّوا۟,76.0,76.8,,native,,existing
60,2,12,لَوۡ,76.96,77.04,,native,,existing
60,2,13,تَكۡفُرُونَ,77.36,78.24,,native,,existing
60,3,1,لَن,79.04,79.12,,native,,existing
60,3,2,تَنفَعَكُمۡ,79.68,80.88,,native,,existing
60,3,3,أَرۡحَامُكُمۡ,81.12,82.16,,native,,existing
60,3,4,وَلَاۤ,82.48,82.56,,native,,existing
60,3,5,أَوۡلَـٰدُكُمۡۚ,82.96,84.0,,native,,existing
60,3,6,یَوۡمَ,84.0,84.56,,native,,existing
60,3,7,ٱلۡقِیَـٰمَةِ,84.96,85.52,,native,,existing
60,3,8,یَفۡصِلُ,85.6,86.32,,native,,existing
60,3,9,بَیۡنَكُمۡۚ,86.64,87.28,,native,,existing
60,3,10,وَٱللَّهُ,88.08,88.16,,native,,existing
60,3,11,بِمَا,88.88,88.96,,native,,existing
60,3,12,تَعۡمَلُونَ,89.44,90.32,,native,,existing
60,3,13,بَصِیرࣱ,90.56,91.36,,native,,existing
60,4,1,قَدۡ,92.0,92.08,,native,,existing
60,4,2,كَانَتۡ,92.4,92.48,,native,,existing
60,4,3,لَكُمۡ,92.96,93.04,,native,,existing
60,4,4,أُسۡوَةٌ,93.44,93.92,,native,,existing
60,4,5,حَسَنَةࣱ,94.32,94.96,,native,,existing
60,4,6,فِیۤ,95.2,95.36,,native,,existing
60,4,7,إِبۡرَ,95.6,95.92,,native,,existing
60,4,8,ٰهِیمَ,96.32,96.64,,native,,existing
60,4,9,وَٱلَّذِینَ,96.8,97.6,,native,,existing
60,4,10,مَعَهُۥۤ,97.76,98.16,,native,,existing
60,4,11,إِذۡ,98.4,98.64,,native,,existing
60,4,12,قَالُوا۟,101.44,102.0,,native,,existing
60,4,13,لِقَوۡمِهِمۡ,102.08,102.96,,native,,existing
60,4,14,إِنَّا,103.2,103.92,,native,,existing
60,4,15,بُرَءَ,104.08,105.84,,native,,existing
60,4,16,ٰۤؤُا۟,105.84,105.92,,native,,existing
