surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
87,1,1,۞,5.2,5.84,,native,,existing
87,1,2,سَبِّحِ,5.92,6.0,,native,,existing
87,1,3,ٱسۡمَ,6.4,6.88,,native,,existing
87,1,4,رَبِّكَ,7.04,7.68,,native,,existing
87,1,5,ٱلۡأَعۡلَى,9.04,9.44,,native,,existing
87,2,1,ٱلَّذِی,9.6,9.68,,native,,existing
87,2,2,خَلَقَ,10.32,10.96,,native,,existing
87,2,3,فَسَوَّىٰ,12.72,13.36,,native,,existing
87,3,1,وَٱلَّذِی,13.6,14.32,,native,,existing
87,3,2,قَدَّرَ,14.56,15.12,,native,,existing
87,3,3,فَهَدَىٰ,16.64,17.36,,native,,existing
87,4,1,وَٱلَّذِیۤ,19.6,19.92,,native,,existing
87,4,2,أَخۡرَجَ,20.56,21.28,,native,,existing
87,4,3,ٱلۡمَرۡعَىٰ,22.48,23.44,,native,,existing
87,5,1,فَجَعَلَهُۥ,23.68,26.08,,native,,existing
87,5,2,غُثَاۤءً,26.4,26.96,,native,,existing
87,5,3,أَحۡوَىٰ,28.24,29.44,,native,,existing
87,6,1,سَنُقۡرِئُكَ,29.6,29.68,,native,,existing
87,6,2,فَلَا,30.32,31.76,,native,,existing
87,6,3,تَنسَىٰۤ,33.36,33.44,,native,,existing
87,7,1,إِلَّا,34.16,34.24,,native,,existing
87,7,2,مَا,34.64,36.96,,native,,existing
87,7,3,شَاۤءَ,37.44,37.52,,native,,existing
87,7,4,ٱللَّهُۚ,40.24,41.28,,native,,existing
87,7,5,إِنَّهُۥ,41.68,42.08,,native,,existing
87,7,6,یَعۡلَمُ,42.72,43.12,,native,,existing
87,7,7,ٱلۡجَهۡرَ,43.52,43.6,,native,,existing
87,7,8,وَمَا,43.76,44.64,,native,,existing
87,7,9,یَخۡفَىٰ,46.08,47.44,,native,,existing
87,8,1,وَنُیَسِّرُكَ,47.68,48.72,,native,,existing
87,8,2,لِلۡیُسۡرَىٰ,50.64,51.28,,native,,existing
87,9,1,فَذَكِّرۡ,51.76,51.84,,native,,existing
87,9,2,إِن,52.72,53.6,,native,,existing
87,9,3,نَّفَعَتِ,53.84,54.64,,native,,existing
87,9,4,ٱلذِّكۡرَىٰ,56.0,56.96,,native,,existing
87,10,1,سَیَذَّكَّرُ,57.6,57.68,,native,,existing
87,10,2,مَن,58.8,59.36,,native,,existing
87,10,3,یَخۡشَىٰ,60.8,63.2,,native,,existing
87,11,1,وَیَتَجَنَّبُهَا,63.36,63.84,,native,,existing
87,11,2,ٱلۡأَشۡقَى,64.0,65.68,,native,,existing
87,12,1,ٱلَّذِی,66.0,67.04,,native,,existing
87,12,2,یَصۡلَى,67.84,68.48,,native,,existing
87,12,3,ٱلنَّارَ,68.88,69.52,,native,,existing
87,12,4,ٱلۡكُبۡرَىٰ,70.96,71.04,,native,,existing
87,13,1,ثُمَّ,72.4,72.48,,native,,existing
87,13,2,لَا,72.88,73.52,,native,,existing
87,13,3,یَمُوتُ,73.84,74.32,,native,,existing
87,13,4,فِیهَا,74.64,74.72,,native,,existing
87,13,5,وَلَا,75.28,75.84,,native,,existing
87,13,6,یَحۡیَىٰ,77.44,77.52,,native,,existing
87,14,1,قَدۡ,77.84,78.48,,native,,existing
87,14,2,أَفۡلَحَ,78.72,78.8,,native,,existing
87,14,3,مَن,80.08,81.04,,native,,existing
87,14,4,تَزَكَّىٰ,82.48,83.04,,native,,existing
87,15,1,وَذَكَرَ,83.44,83.52,,native,,existing
87,15,2,ٱسۡمَ,83.92,84.56,,native,,existing
87,15,3,رَبِّهِۦ,84.88,85.68,,native,,existing
87,15,4,فَصَلَّىٰ,87.28,87.36,,native,,existing
87,16,1,بَلۡ,87.68,88.8,,native,,existing
87,16,2,تُؤۡثِرُونَ,89.2,90.0,,native,,existing
87,16,3,ٱلۡحَیَوٰةَ,90.24,92.96,,native,,existing
87,16,4,ٱلدُّنۡیَا,93.68,94.72,,native,,existing
87,17,1,وَٱلۡءَاخِرَةُ,95.04,95.68,,native,,existing
87,17,2,خَیۡرࣱ,96.64,97.36,,native,,existing
87,17,3,وَأَبۡقَىٰۤ,99.76,99.84,,native,,existing
87,18,1,إِنَّ,101.12,101.2,,native,,existing
87,18,2,هَـٰذَا,101.92,102.4,,native,,existing
87,18,3,لَفِی,102.48,103.12,,native,,existing
87,18,4,ٱلصُّحُفِ,103.36,105.2,,native,,existing
87,18,5,ٱلۡأُولَىٰ,106.56,107.12,,native,,existing
87,19,1,صُحُفِ,107.36,107.68,,native,,existing
87,19,2,إِبۡرَ,107.92,108.48,,native,,existing
87,19,3,ٰهِیمَ,108.8,109.76,,native,,existing
87,19,4,وَمُوسَىٰ,110.981,112.501,,native,,existing
