surah,ayah,start_s,end_s,source
90,1,0.24,6.4,existing
90,2,6.72,11.12,existing
90,3,11.92,13.52,existing
90,4,13.92,18.96,existing
90,5,19.36,23.6,existing
90,6,24.0,27.36,existing
90,7,27.76,31.52,existing
90,8,31.92,36.08,existing
90,9,36.64,39.84,existing
90,10,40.48,42.88,existing
90,11,43.2,45.68,existing
90,12,47.52,50.48,existing
90,13,50.8,52.0,existing
90,14,52.24,58.32,existing
90,15,58.64,60.48,existing
90,16,60.8,64.32,existing
90,17,64.88,74.08,existing
90,18,74.32,77.68,existing
90,19,77.84,84.0,existing
90,20,84.24,88.727,existing
