surah,ayah,start_s,end_s,source
1,1,7.6,10.0,aligned
1,2,13.12,16.96,aligned
1,3,18.96,20.08,aligned
1,4,22.96,24.4,aligned
1,5,27.68,31.28,aligned
1,6,33.68,36.08,aligned
1,7,39.52,50.16,aligned
