surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
95,1,1,وَٱلتِّینِ,3.84,4.48,
95,1,2,وَٱلزَّیۡتُونِ,4.72,5.68,
95,2,1,وَطُورِ,6.0,6.56,
95,2,2,سِینِینَ,6.8,7.44,
95,3,1,وَهَـٰذَا,7.76,7.84,
95,3,2,ٱلۡبَلَدِ,8.56,9.12,
95,3,3,ٱلۡأَمِینِ,9.36,10.4,
95,4,1,لَقَدۡ,11.04,11.12,
95,4,2,خَلَقۡنَا,11.6,12.32,
95,4,3,ٱلۡإِنسَـٰنَ,12.56,12.88,
95,4,4,فِیۤ,13.28,14.0,
95,4,5,أَحۡسَنِ,14.24,14.64,
95,4,6,تَقۡوِیمࣲ,15.04,16.32,
95,5,1,ثُمَّ,16.32,16.4,
95,5,2,رَدَدۡنَـٰهُ,16.96,18.0,
95,5,3,أَسۡفَلَ,18.16,18.64,
95,5,4,سَـٰفِلِینَ,18.88,19.84,
95,6,1,إِلَّا,20.48,20.56,
95,6,2,ٱلَّذِینَ,21.04,21.52,
95,6,3,ءَامَنُوا۟,21.76,22.56,
95,6,4,وَعَمِلُوا۟,22.72,23.44,
95,6,5,ٱلصَّـٰلِحَـٰتِ,23.6,24.48,
95,6,6,فَلَهُمۡ,24.72,25.2,
95,6,7,أَجۡرٌ,25.44,25.76,
95,6,8,غَیۡرُ,26.24,26.56,
95,6,9,مَمۡنُونࣲ,26.8,27.84,
95,7,1,فَمَا,28.64,29.04,
95,7,2,یُكَذِّبُكَ,29.28,30.4,
95,7,3,بَعۡدُ,30.56,30.64,
95,7,4,بِٱلدِّینِ,31.2,32.0,
95,8,1,أَلَیۡسَ,32.32,32.96,
95,8,2,ٱللَّهُ,33.36,33.44,
95,8,3,بِأَحۡكَمِ,34.08,34.72,
95,8,4,ٱلۡحَـٰكِمِینَ,35.36,36.64,
