surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
107,1,1,أَرَءَیۡتَ,4.0,4.88,
107,1,2,ٱلَّذِی,5.04,5.76,
107,1,3,یُكَذِّبُ,6.0,6.24,
107,1,4,بِٱلدِّینِ,6.72,7.44,
107,2,1,فَذَ,7.6,7.92,
107,2,2,ٰلِكَ,8.24,8.32,
107,2,3,ٱلَّذِی,8.64,9.04,
107,2,4,یَدُعُّ,9.28,9.84,
107,2,5,ٱلۡیَتِیمَ,10.16,10.88,
107,3,1,وَلَا,11.76,11.84,
107,3,2,یَحُضُّ,12.0,12.88,
107,3,3,عَلَىٰ,13.2,13.28,
107,3,4,طَعَامِ,13.76,14.32,
107,3,5,ٱلۡمِسۡكِینِ,14.64,15.52,
107,4,1,فَوَیۡلࣱ,16.4,17.28,
107,4,2,لِّلۡمُصَلِّینَ,17.36,18.72,
107,5,1,ٱلَّذِینَ,19.04,19.68,
107,5,2,هُمۡ,19.92,20.16,
107,5,3,عَن,20.4,20.48,
107,5,4,صَلَاتِهِمۡ,21.28,22.24,
107,5,5,سَاهُونَ,22.64,23.44,
107,6,1,ٱلَّذِینَ,25.12,25.68,
107,6,2,هُمۡ,25.92,26.16,
107,6,3,یُرَاۤءُونَ,26.4,28.88,
107,7,1,وَیَمۡنَعُونَ,29.44,30.8,
107,7,2,ٱلۡمَاعُونَ,31.36,32.48,
