surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
93,1,1,وَٱلضُّحَىٰ,3.84,4.64,
93,2,1,وَٱلَّیۡلِ,4.88,5.6,
93,2,2,إِذَا,5.76,6.16,
93,2,3,سَجَىٰ,6.32,6.8,
93,3,1,مَا,6.96,7.12,
93,3,2,وَدَّعَكَ,7.36,8.16,
93,3,3,رَبُّكَ,8.32,8.96,
93,3,4,وَمَا,9.2,9.28,
93,3,5,قَلَىٰ,9.68,10.08,
93,4,1,وَلَلۡءَاخِرَةُ,10.4,11.68,
93,4,2,خَیۡرࣱ,11.92,12.48,
93,4,3,لَّكَ,12.72,12.8,
93,4,4,مِنَ,13.2,13.28,
93,4,5,ٱلۡأُولَىٰ,13.68,14.24,
93,5,1,وَلَسَوۡفَ,14.88,15.52,
93,5,2,یُعۡطِیكَ,15.76,16.48,
93,5,3,رَبُّكَ,16.64,17.2,
93,5,4,فَتَرۡضَىٰۤ,17.36,18.16,
93,6,1,أَلَمۡ,18.56,18.64,
93,6,2,یَجِدۡكَ,18.8,19.68,
93,6,3,یَتِیمࣰا,19.68,20.48,
93,6,4,فَءَاوَىٰ,20.96,21.68,
93,7,1,وَوَجَدَكَ,22.4,23.28,
93,7,2,ضَاۤلࣰّا,23.52,25.92,
93,7,3,فَهَدَىٰ,26.32,27.04,
93,8,1,وَوَجَدَكَ,27.68,28.56,
93,8,2,عَاۤئِلࣰا,28.88,30.56,
93,8,3,فَأَغۡنَىٰ,30.88,31.76,
93,9,1,فَأَمَّا,32.48,33.04,
93,9,2,ٱلۡیَتِیمَ,33.52,34.16,
93,9,3,فَلَا,34.32,34.4,
93,9,4,تَقۡهَرۡ,34.88,35.52,
93,10,1,وَأَمَّا,36.08,36.48,
93,10,2,ٱلسَّاۤئِلَ,37.04,38.4,
93,10,3,فَلَا,38.8,38.88,
93,10,4,تَنۡهَرۡ,39.44,40.0,
93,11,1,وَأَمَّا,40.8,41.28,
93,11,2,بِنِعۡمَةِ,41.92,42.8,
93,11,3,رَبِّكَ,43.12,43.76,
93,11,4,فَحَدِّثۡ,43.92,44.88,
