surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
89,1,1,وَٱلۡفَجۡرِ,3.84,4.48,
89,2,1,وَلَیَالٍ,4.8,5.52,
89,2,2,عَشۡرࣲ,6.16,6.56,
89,3,1,وَٱلشَّفۡعِ,6.88,7.44,
89,3,2,وَٱلۡوَتۡرِ,7.76,8.56,
89,4,1,وَٱلَّیۡلِ,8.72,9.44,
89,4,2,إِذَا,9.6,9.92,
89,4,3,یَسۡرِ,10.08,10.48,
89,5,1,هَلۡ,10.8,10.88,
89,5,2,فِی,10.88,11.28,
89,5,3,ذَ,11.6,11.68,
89,5,4,ٰلِكَ,12.0,12.08,
89,5,5,قَسَمࣱ,12.32,12.88,
89,5,6,لِّذِی,13.04,13.52,
89,5,7,حِجۡرٍ,13.68,14.08,
89,6,1,أَلَمۡ,14.72,14.8,
89,6,2,تَرَ,15.2,15.52,
89,6,3,كَیۡفَ,15.68,16.48,
89,6,4,فَعَلَ,16.56,16.64,
89,6,5,رَبُّكَ,16.8,17.36,
89,6,6,بِعَادٍ,17.52,18.4,
89,7,1,إِرَمَ,19.12,19.6,
89,7,2,ذَاتِ,19.76,20.16,
89,7,3,ٱلۡعِمَادِ,20.4,20.96,
89,8,1,ٱلَّتِی,21.2,21.6,
89,8,2,لَمۡ,21.84,21.92,
89,8,3,یُخۡلَقۡ,22.0,22.8,
89,8,4,مِثۡلُهَا,22.96,23.68,
89,8,5,فِی,23.84,24.24,
89,8,6,ٱلۡبِلَـٰدِ,24.24,24.88,
89,9,1,وَثَمُودَ,25.68,26.4,
89,9,2,ٱلَّذِینَ,26.56,27.12,
89,9,3,جَابُوا۟,27.28,27.84,
89,9,4,ٱلصَّخۡرَ,27.92,28.32,
89,9,5,بِٱلۡوَادِ,28.56,29.52,
89,10,1,وَفِرۡعَوۡنَ,30.56,31.44,
89,10,2,ذِی,31.68,31.92,
89,10,3,ٱلۡأَوۡتَادِ,32.0,32.8,
89,11,1,ٱلَّذِینَ,33.04,33.52,
89,11,2,طَغَوۡا۟,33.68,34.32,
89,11,3,فِی,34.48,34.64,
89,11,4,ٱلۡبِلَـٰدِ,34.72,35.28,
89,12,1,فَأَكۡثَرُوا۟,35.44,36.48,
89,12,2,فِیهَا,36.64,37.04,
89,12,3,ٱلۡفَسَادَ,37.28,38.08,
89,13,1,فَصَبَّ,39.2,39.84,
89,13,2,عَلَیۡهِمۡ,40.08,40.72,
89,13,3,رَبُّكَ,40.88,41.52,
89,13,4,سَوۡطَ,41.68,42.24,
89,13,5,عَذَابٍ,42.4,43.04,
89,14,1,إِنَّ,43.92,44.0,
89,14,2,رَبَّكَ,44.56,45.12,
89,14,3,لَبِٱلۡمِرۡصَادِ,45.28,46.8,
89,15,1,فَأَمَّا,47.76,48.32,
89,15,2,ٱلۡإِنسَـٰنُ,48.8,49.84,
89,15,3,إِذَا,50.0,50.4,
89,15,4,مَا,50.56,50.64,
89,15,5,ٱبۡتَلَىٰهُ,50.72,51.6,
89,15,6,رَبُّهُۥ,51.76,52.4,
