surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
102,1,1,أَلۡهَىٰكُمُ,0.8,4.8,
102,1,2,ٱلتَّكَاثُرُ,5.28,6.0,
102,2,1,حَتَّىٰ,6.48,6.8,
102,2,2,زُرۡتُمُ,7.2,8.0,
102,2,3,ٱلۡمَقَابِرَ,8.24,8.88,
102,3,1,كَلَّا,9.76,10.24,
102,3,2,سَوۡفَ,10.56,10.64,
102,3,3,تَعۡلَمُونَ,11.28,12.16,
102,4,1,ثُمَّ,12.64,12.72,
102,4,2,كَلَّا,13.6,14.08,
102,4,3,سَوۡفَ,14.4,14.48,
102,4,4,تَعۡلَمُونَ,15.12,16.0,
102,5,1,كَلَّا,17.68,18.16,
102,5,2,لَوۡ,18.64,18.72,
102,5,3,تَعۡلَمُونَ,19.12,20.08,
102,5,4,عِلۡمَ,20.4,20.48,
102,5,5,ٱلۡیَقِینِ,21.12,21.84,
102,6,1,لَتَرَوُنَّ,22.88,23.68,
102,6,2,ٱلۡجَحِیمَ,25.04,25.76,
102,7,1,ثُمَّ,27.28,27.36,
102,7,2,لَتَرَوُنَّهَا,28.24,30.32,
102,7,3,عَیۡنَ,30.64,31.12,
102,7,4,ٱلۡیَقِینِ,31.52,32.32,
102,8,1,ثُمَّ,33.6,33.68,
102,8,2,لَتُسۡءَلُنَّ,34.48,36.0,
102,8,3,یَوۡمَئِذٍ,36.32,37.92,
102,8,4,عَنِ,38.4,38.48,
102,8,5,ٱلنَّعِیمِ,39.84,40.64,
