surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
98,1,1,لَمۡ,0.24,0.32,
98,1,2,یَكُنِ,0.8,4.72,
98,1,3,ٱلَّذِینَ,4.88,5.44,
98,1,4,كَفَرُوا۟,5.6,6.24,
98,1,5,مِنۡ,6.4,6.48,
98,1,6,أَهۡلِ,6.72,7.12,
98,1,7,ٱلۡكِتَـٰبِ,7.28,7.44,
98,1,8,وَٱلۡمُشۡرِكِینَ,8.16,9.28,
98,1,9,مُنفَكِّینَ,9.6,10.88,
98,1,10,حَتَّىٰ,11.04,11.44,
98,1,11,تَأۡتِیَهُمُ,11.76,12.64,
98,1,12,ٱلۡبَیِّنَةُ,13.04,13.92,
98,2,1,رَسُولࣱ,14.8,15.36,
98,2,2,مِّنَ,15.68,15.76,
98,2,3,ٱللَّهِ,16.16,16.24,
98,2,4,یَتۡلُوا۟,16.8,17.44,
98,2,5,صُحُفࣰا,17.52,18.32,
98,2,6,مُّطَهَّرَةࣰ,18.48,19.6,
98,3,1,فِیهَا,20.0,20.4,
98,3,2,كُتُبࣱ,20.64,21.04,
98,3,3,قَیِّمَةࣱ,21.68,22.72,
98,4,1,وَمَا,23.04,23.12,
98,4,2,تَفَرَّقَ,23.6,24.4,
98,4,3,ٱلَّذِینَ,24.64,25.2,
98,4,4,أُوتُوا۟,25.36,26.0,
98,4,5,ٱلۡكِتَـٰبَ,26.16,26.56,
98,4,6,إِلَّا,27.04,27.12,
98,4,7,مِنۢ,27.68,27.76,
98,4,8,بَعۡدِ,28.24,28.32,
98,4,9,مَا,28.88,28.96,
98,4,10,جَاۤءَتۡهُمُ,29.28,30.88,
98,4,11,ٱلۡبَیِّنَةُ,31.36,32.24,
98,5,1,وَمَاۤ,32.88,32.96,
98,5,2,أُمِرُوۤا۟,33.36,34.08,
98,5,3,إِلَّا,34.16,34.24,
98,5,4,لِیَعۡبُدُوا۟,34.72,35.76,
98,5,5,ٱللَّهَ,35.92,36.0,
98,5,6,مُخۡلِصِینَ,36.4,37.36,
98,5,7,لَهُ,37.52,37.6,
98,5,8,ٱلدِّینَ,38.08,38.48,
98,5,9,حُنَفَاۤءَ,38.64,40.56,
98,5,10,وَیُقِیمُوا۟,40.88,41.92,
98,5,11,ٱلصَّلَوٰةَ,42.0,42.64,
98,5,12,وَیُؤۡتُوا۟,42.8,43.6,
98,5,13,ٱلزَّكَوٰةَۚ,43.68,44.48,
98,5,14,وَذَ,45.28,45.52,
98,5,15,ٰلِكَ,45.84,45.92,
98,5,16,دِینُ,46.16,46.56,
98,5,17,ٱلۡقَیِّمَةِ,46.88,47.68,
98,6,1,إِنَّ,48.24,48.32,
98,6,2,ٱلَّذِینَ,48.88,49.36,
98,6,3,كَفَرُوا۟,49.52,50.16,
98,6,4,مِنۡ,50.32,50.4,
98,6,5,أَهۡلِ,50.64,51.04,
98,6,6,ٱلۡكِتَـٰبِ,51.2,51.76,
98,6,7,وَٱلۡمُشۡرِكِینَ,52.0,53.2,
98,6,8,فِی,53.44,53.6,
98,6,9,نَارِ,53.68,54.08,
98,6,10,جَهَنَّمَ,54.24,55.36,
98,6,11,خَـٰلِدِینَ,55.6,56.48,
98,6,12,فِیهَاۤۚ,56.72,57.2,
98,6,13,أُو۟لَـٰۤئِكَ,57.84,59.36,
98,6,14,هُمۡ,59.52,59.76,
98,6,15,شَرُّ,59.92,60.0,
98,6,16,ٱلۡبَرِیَّةِ,60.72,61.44,
98,7,1,إِنَّ,62.08,62.16,
98,7,2,ٱلَّذِینَ,62.8,63.28,
98,7,3,ءَامَنُوا۟,63.52,64.32,
98,7,4,وَعَمِلُوا۟,64.48,65.2,
98,7,5,ٱلصَّـٰلِحَـٰتِ,65.36,66.0,
98,7,6,أُو۟لَـٰۤئِكَ,66.56,68.32,
98,7,7,هُمۡ,68.48,68.72,
98,7,8,خَیۡرُ,68.96,69.36,
98,7,9,ٱلۡبَرِیَّةِ,69.68,70.4,
98,8,1,جَزَاۤؤُهُمۡ,71.2,72.96,
98,8,2,عِندَ,73.28,73.36,
98,8,3,رَبِّهِمۡ,74.24,74.88,
98,8,4,جَنَّـٰتُ,75.2,76.16,
98,8,5,عَدۡنࣲ,76.4,77.04,
98,8,6,تَجۡرِی,77.44,78.08,
98,8,7,مِن,78.32,78.4,
98,8,8,تَحۡتِهَا,78.8,79.6,
98,8,9,ٱلۡأَنۡهَـٰرُ,79.84,80.4,
98,8,10,خَـٰلِدِینَ,81.84,82.72,
98,8,11,فِیهَاۤ,82.96,83.44,
98,8,12,أَبَدࣰاۖ,83.84,84.48,
98,8,13,رَّضِیَ,84.72,85.2,
98,8,14,ٱللَّهُ,85.44,85.52,
98,8,15,عَنۡهُمۡ,86.16,86.56,
98,8,16,وَرَضُوا۟,86.96,87.6,
98,8,17,عَنۡهُۚ,87.84,88.16,
98,8,18,ذَ,88.72,88.8,
98,8,19,ٰلِكَ,89.2,89.28,
98,8,20,لِمَنۡ,89.68,90.16,
98,8,21,خَشِیَ,90.4,91.12,
98,8,22,رَبَّهُۥ,91.36,92.08,
