surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
110,1,1,إِذَا,4.0,4.4,
110,1,2,جَاۤءَ,4.56,5.84,
110,1,3,نَصۡرُ,6.16,6.56,
110,1,4,ٱللَّهِ,6.96,7.04,
110,1,5,وَٱلۡفَتۡحُ,7.6,8.08,
110,2,1,وَرَأَیۡتَ,9.04,9.92,
110,2,2,ٱلنَّاسَ,10.32,10.4,
110,2,3,یَدۡخُلُونَ,11.12,12.16,
110,2,4,فِی,12.48,12.64,
110,2,5,دِینِ,12.8,13.36,
110,2,6,ٱللَّهِ,13.6,13.68,
110,2,7,أَفۡوَاجࣰا,14.32,15.52,
110,3,1,فَسَبِّحۡ,16.48,17.28,
110,3,2,بِحَمۡدِ,17.52,18.0,
110,3,3,رَبِّكَ,18.48,19.12,
110,3,4,وَٱسۡتَغۡفِرۡهُۚ,19.36,20.8,
110,3,5,إِنَّهُۥ,21.12,22.16,
110,3,6,كَانَ,22.64,22.72,
110,3,7,تَوَّابَۢا,23.6,24.64,
