surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
88,1,1,هَلۡ,3.84,3.92,
88,1,2,أَتَىٰكَ,4.24,4.96,
88,1,3,حَدِیثُ,5.12,5.76,
88,1,4,ٱلۡغَـٰشِیَةِ,6.0,6.8,
88,2,1,وُجُوهࣱ,7.36,8.08,
88,2,2,یَوۡمَئِذٍ,8.08,9.2,
88,2,3,خَـٰشِعَةٌ,9.44,10.32,
88,3,1,عَامِلَةࣱ,10.64,11.44,
88,3,2,نَّاصِبَةࣱ,12.0,13.12,
88,4,1,تَصۡلَىٰ,13.36,13.92,
88,4,2,نَارًا,14.08,14.64,
88,4,3,حَامِیَةࣰ,14.8,15.84,
88,5,1,تُسۡقَىٰ,16.0,16.56,
88,5,2,مِنۡ,16.88,16.96,
88,5,3,عَیۡنٍ,17.12,17.52,
88,5,4,ءَانِیَةࣲ,17.84,18.8,
88,6,1,لَّیۡسَ,19.12,19.52,
88,6,2,لَهُمۡ,19.68,19.76,
88,6,3,طَعَامٌ,20.24,20.88,
88,6,4,إِلَّا,21.28,21.36,
88,6,5,مِن,21.92,22.0,
88,6,6,ضَرِیعࣲ,22.48,23.68,
88,7,1,لَّا,24.24,24.32,
88,7,2,یُسۡمِنُ,24.56,25.04,
88,7,3,وَلَا,25.44,25.52,
88,7,4,یُغۡنِی,25.68,26.48,
88,7,5,مِن,26.72,26.8,
88,7,6,جُوعࣲ,27.44,28.48,
88,8,1,وُجُوهࣱ,29.2,29.92,
88,8,2,یَوۡمَئِذࣲ,29.92,31.36,
88,8,3,نَّاعِمَةࣱ,31.6,32.4,
88,9,1,لِّسَعۡیِهَا,32.8,33.76,
88,9,2,رَاضِیَةࣱ,34.0,35.44,
88,10,1,فِی,35.52,35.76,
88,10,2,جَنَّةٍ,35.84,36.64,
88,10,3,عَالِیَةࣲ,37.12,38.24,
88,11,1,لَّا,38.56,38.64,
88,11,2,تَسۡمَعُ,38.88,39.36,
88,11,3,فِیهَا,39.84,40.24,
88,11,4,لَـٰغِیَةࣰ,40.64,41.76,
88,12,1,فِیهَا,42.08,42.48,
88,12,2,عَیۡنࣱ,42.8,43.6,
88,12,3,جَارِیَةࣱ,43.84,45.04,
88,13,1,فِیهَا,45.36,45.68,
88,13,2,سُرُرࣱ,46.0,46.8,
88,13,3,مَّرۡفُوعَةࣱ,46.96,48.16,
88,14,1,وَأَكۡوَابࣱ,48.56,49.76,
88,14,2,مَّوۡضُوعَةࣱ,50.08,51.36,
88,15,1,وَنَمَارِقُ,51.68,52.64,
88,15,2,مَصۡفُوفَةࣱ,52.88,54.08,
88,16,1,وَزَرَابِیُّ,54.48,55.52,
88,16,2,مَبۡثُوثَةٌ,55.92,56.96,
88,17,1,أَفَلَا,57.44,58.0,
88,17,2,یَنظُرُونَ,58.32,59.52,
88,17,3,إِلَى,59.84,60.16,
88,17,4,ٱلۡإِبِلِ,60.32,60.88,
88,17,5,كَیۡفَ,61.04,61.44,
88,17,6,خُلِقَتۡ,61.6,62.32,
88,18,1,وَإِلَى,62.8,63.36,
88,18,2,ٱلسَّمَاۤءِ,63.52,65.44,
88,18,3,كَیۡفَ,65.76,66.24,
88,18,4,رُفِعَتۡ,66.32,67.12,
88,19,1,وَإِلَى,67.68,68.24,
88,19,2,ٱلۡجِبَالِ,68.4,69.12,
88,19,3,كَیۡفَ,69.36,69.84,
88,19,4,نُصِبَتۡ,70.0,70.64,
88,20,1,وَإِلَى,71.04,71.6,
88,20,2,ٱلۡأَرۡضِ,71.76,72.32,
88,20,3,كَیۡفَ,72.64,73.12,
88,20,4,سُطِحَتۡ,73.2,73.92,
88,21,1,فَذَكِّرۡ,74.56,75.04,
88,21,2,إِنَّمَاۤ,75.52,76.32,
88,21,3,أَنتَ,76.72,76.8,
88,21,4,مُذَكِّرࣱ,77.68,78.72,
88,22,1,لَّسۡتَ,79.28,79.6,
88,22,2,عَلَیۡهِم,80.0,80.64,
88,22,3,بِمُصَۣیۡطِرٍ,81.12,82.16,
88,23,1,إِلَّا,82.8,82.88,
88,23,2,مَن,83.52,83.6,
88,23,3,تَوَلَّىٰ,84.16,84.88,
88,23,4,وَكَفَرَ,85.2,85.76,
88,24,1,فَیُعَذِّبُهُ,86.48,87.76,
88,24,2,ٱللَّهُ,88.0,88.08,
88,24,3,ٱلۡعَذَابَ,88.72,89.36,
88,24,4,ٱلۡأَكۡبَرَ,89.6,90.16,
88,25,1,إِنَّ,91.04,91.12,
88,25,2,إِلَیۡنَاۤ,91.76,92.4,
88,25,3,إِیَابَهُمۡ,93.04,94.08,
88,26,1,ثُمَّ,94.96,95.04,
88,26,2,إِنَّ,95.84,95.92,
88,26,3,عَلَیۡنَا,96.96,97.76,
88,26,4,حِسَابَهُم,98.4,100.0,
