surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
103,1,1,وَٱلۡعَصۡرِ,4.0,4.64,
103,2,1,إِنَّ,5.04,5.12,
103,2,2,ٱلۡإِنسَـٰنَ,6.0,7.12,
103,2,3,لَفِی,7.36,7.76,
103,2,4,خُسۡرٍ,7.92,8.32,
103,3,1,إِلَّا,8.88,8.96,
103,3,2,ٱلَّذِینَ,14.24,14.64,
103,3,3,ءَامَنُوا۟,14.8,17.04,
103,3,4,وَعَمِلُوا۟,17.36,18.16,
103,3,5,ٱلصَّـٰلِحَـٰتِ,18.32,19.28,
103,3,6,وَتَوَاصَوۡا۟,19.76,20.96,
103,3,7,بِٱلۡحَقِّ,21.2,21.68,
103,3,8,وَتَوَاصَوۡا۟,22.48,23.68,
103,3,9,بِٱلصَّبۡرِ,24.0,24.72,
