surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
97,1,1,إِنَّاۤ,3.92,4.64,
97,1,2,أَنزَلۡنَـٰهُ,4.88,6.32,
97,1,3,فِی,6.56,6.72,
97,1,4,لَیۡلَةِ,6.88,7.52,
97,1,5,ٱلۡقَدۡرِ,7.84,8.24,
97,2,1,وَمَاۤ,8.96,9.04,
97,2,2,أَدۡرَىٰكَ,9.6,10.48,
97,2,3,مَا,10.64,10.72,
97,2,4,لَیۡلَةُ,11.04,11.68,
97,2,5,ٱلۡقَدۡرِ,12.0,12.4,
97,3,1,لَیۡلَةُ,13.04,13.6,
97,3,2,ٱلۡقَدۡرِ,13.84,14.16,
97,3,3,خَیۡرࣱ,14.56,16.88,
97,3,4,مِّنۡ,16.88,16.96,
97,3,5,أَلۡفِ,16.96,17.04,
97,3,6,شَهۡرࣲ,17.04,17.44,
97,4,1,تَنَزَّلُ,17.52,17.92,
97,4,2,ٱلۡمَلَـٰۤئِكَةُ,18.56,20.56,
97,4,3,وَٱلرُّوحُ,20.88,21.68,
97,4,4,فِیهَا,21.84,22.24,
97,4,5,بِإِذۡنِ,22.64,23.28,
97,4,6,رَبِّهِم,23.44,24.0,
97,4,7,مِّن,24.56,24.64,
97,4,8,كُلِّ,25.04,25.12,
97,4,9,أَمۡرࣲ,25.76,26.24,
97,5,1,سَلَـٰمٌ,26.72,27.12,
97,5,2,هِیَ,27.84,28.0,
97,5,3,حَتَّىٰ,28.32,28.88,
97,5,4,مَطۡلَعِ,29.44,30.4,
97,5,5,ٱلۡفَجۡرِ,30.88,31.44,
