surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
105,1,1,أَلَمۡ,0.08,0.16,
105,1,2,تَرَ,0.56,0.8,
105,1,3,كَیۡفَ,0.96,1.84,
105,1,4,فَعَلَ,1.92,2.0,
105,1,5,رَبُّكَ,2.16,2.72,
105,1,6,بِأَصۡحَـٰبِ,2.8,3.84,
105,1,7,ٱلۡفِیلِ,4.24,5.92,
105,2,1,أَلَمۡ,5.92,6.0,
105,2,2,یَجۡعَلۡ,6.0,6.64,
105,2,3,كَیۡدَهُمۡ,6.88,7.6,
105,2,4,فِی,7.84,8.0,
105,2,5,تَضۡلِیلࣲ,8.24,9.12,
105,3,1,وَأَرۡسَلَ,9.92,10.48,
105,3,2,عَلَیۡهِمۡ,10.48,11.36,
105,3,3,طَیۡرًا,11.52,12.08,
105,3,4,أَبَابِیلَ,12.32,13.36,
105,4,1,تَرۡمِیهِم,14.8,15.68,
105,4,2,بِحِجَارَةࣲ,16.16,17.52,
105,4,3,مِّن,17.84,17.92,
105,4,4,سِجِّیلࣲ,18.64,19.76,
105,5,1,فَجَعَلَهُمۡ,20.08,20.96,
105,5,2,كَعَصۡفࣲ,21.2,22.08,
105,5,3,مَّأۡكُولِۭ,22.32,23.36,
