surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence
109,1,1,قُلۡ,0.08,0.16,
109,1,2,یَـٰۤأَیُّهَا,0.32,3.6,
109,1,3,ٱلۡكَـٰفِرُونَ,3.84,4.72,
109,2,1,لَاۤ,4.96,5.04,
109,2,2,أَعۡبُدُ,7.04,7.76,
109,2,3,مَا,7.92,8.0,
109,2,4,تَعۡبُدُونَ,8.24,9.28,
109,3,1,وَلَاۤ,11.04,11.12,
109,3,2,أَنتُمۡ,13.44,13.76,
109,3,3,عَـٰبِدُونَ,14.32,14.96,
109,3,4,مَاۤ,15.12,15.2,
109,3,5,أَعۡبُدُ,16.32,17.04,
109,4,1,وَلَاۤ,17.68,17.76,
109,4,2,أَنَا۠,19.84,20.16,
109,4,3,عَابِدࣱ,20.4,21.2,
109,4,4,مَّا,21.52,21.6,
109,4,5,عَبَدتُّمۡ,22.0,22.88,
109,5,1,وَلَاۤ,23.44,23.52,
109,5,2,أَنتُمۡ,24.48,25.68,
109,5,3,عَـٰبِدُونَ,25.92,26.88,
109,5,4,مَاۤ,27.04,27.12,
109,5,5,أَعۡبُدُ,28.72,29.44,
109,6,1,لَكُمۡ,30.0,30.08,
109,6,2,دِینُكُمۡ,30.56,31.28,
109,6,3,وَلِیَ,31.6,32.08,
109,6,4,دِینِ,32.24,32.72,
